APPID,FellowStatedDate
b6711b45-0146-472c-84f2-a5930144d52c,7/5/16
b6711b45-0146-472c-84f2-a5930144d52c,7/11/16
f00c3f0e-e740-4863-8776-a59301551155,7/25/16
5c085ef8-645b-4761-ae0a-a59301674d10,6/23/16
b7122499-9579-47e5-aa7a-a593016815fb,8/30/16
2c4b9cd8-37ec-48da-9fec-a5930189245a,8/15/16
772c6c09-e548-4598-b36b-a5930189e63a,8/19/16
e2e9ed47-5a05-4816-a934-a594001280e9,7/27/16
aa81f994-e5a6-46cb-bb0b-a59400a2074a,8/12/16
5e86adcd-518d-47b3-8e40-a59400b174d2,8/12/16
e6171162-e1d3-4381-a7b3-a59400e21d49,7/18/16
a43ab904-3ee6-4ca7-8560-a59400e83f41,7/25/16
d22b09cf-3c2f-4aaa-8511-a594010d3bf0,6/29/16
0afd8ee2-3973-44cb-a42d-a5940118c5ef,8/31/16
610624cc-6a36-4ad2-b2b2-a59401344c31,5/18/16
9903b5f1-2833-4a18-ba4f-a59500ec739d,7/22/16
5202be44-cbb8-4e3e-b990-a596013acc96,7/8/16
ec95eb72-de88-4277-97fd-a59800d483e6,6/10/16
178914ba-76c2-43b4-8c29-a598011be065,8/10/15
2030344c-f6fd-4104-b15e-a598015f56d9,7/18/16
87568ffa-44a3-4059-b238-a59900d81d6a,7/28/16
2941f8c6-92e6-4b0f-a47d-a599011104c8,7/22/16
46ac942c-659e-423a-8585-a59901232559,7/12/16
9f58b520-ac95-461d-86a7-a59a0090a1b4,5/27/16
b7e9ec6d-789e-43ad-9507-a59b00a526fe,7/5/16
8c8d266a-2f74-4044-beff-a59b00cd8942,6/8/16
8d65d4fc-7645-463b-8cc7-a59b01305b33,7/13/16
aec23005-660f-4ae0-b80e-a59b01572031,
4d741de5-ad08-421b-a8ef-a59b0172d3a2,6/30/16
cc76890c-ac13-4474-a98a-a59c00ee646a,8/9/16
772a4d8d-4644-4163-a5a8-a59d0102cd65,8/24/16
da8b737c-3b3b-4235-abd2-a59e009d7d42,7/15/16
810ab988-feb0-4e8c-a44b-a59e00d2f325,9/6/16
ba7987ed-fb64-4c79-9ec7-a59f0014350e,7/28/16
49c82f8a-4a61-403e-8c72-a59f00dea972,6/27/16
da082bf4-6421-447e-b743-a59f0148e7b8,8/10/16
b8ac6228-7e86-4325-942d-a59f018639e3,8/9/16
c727eb70-be21-4d6c-9c62-a5a000d74c9f,8/3/16
7591fcb9-43f3-4b1a-b463-a5a0011fe7c6,7/19/16
8094cf7c-3b12-4bb4-b97e-a5a001282c91,7/19/16
bc1c1995-df2e-4533-9f42-a5a001713d03,8/16/16
2fa3a900-25ca-45ba-aaf6-a5a001899706,8/1/16
d06e0642-1480-4f45-8cda-a5a200b11fe2,7/27/16
d04be1fb-fba9-468f-b1f7-a5a200cc3b8c,6/30/16
426c9aec-9585-4d26-b900-a5a2015e72c7,8/2/16
fab15c5e-9ac3-4739-a0a9-a5a4013844cd,7/12/16
420adca3-4936-4565-a126-a5a500ed19f2,7/18/16
ba5fafdd-c5a1-4895-8291-a5a50156755c,8/11/16
8a9f9569-9b69-4ebe-b39d-a5a600a464f2,8/2/16
48e299ca-380e-4650-92c7-a5a600cf3e9a,8/15/16
9c2b09e6-862b-4881-9140-a5a60154ac6f,8/11/16
387aca69-fa32-4bd2-b14d-a5a6016d5d79,7/13/16
a05182a9-2360-4d69-b85f-a5a6016f923f,7/21/16
42df038c-5579-4c97-8d53-a5a7009b43b9,7/12/16
198253d6-b53d-460b-bc93-a5a700a54bf8,7/26/16
f1940aae-a04e-44f4-9b1b-a5a700f89d52,8/1/16
51701176-d19a-458f-86ff-a5a7013f1568,9/6/16
e66be914-dacb-4379-8ae0-a5a701690631,8/10/16
8407022c-8d78-468f-a4fd-a5a800baa7b6,7/27/16
49738ce3-4435-4fc8-bc2d-a5a800c12d01,7/18/16
27a26ed2-4ea8-4c29-b355-a5a800ca837f,7/21/16
a8b072a7-a4f2-4303-9e8b-a5a800f1e496,8/12/16
b84b2e71-8d48-44fb-b9a4-a5a80154fdf5,7/27/16
b623614d-c9a5-49b5-b5b6-a5a9014b5781,7/20/16
a1f70114-4796-4283-b264-a5ac012267e2,8/2/16
40ce80d9-ea5b-45fd-b97a-a5ad00b65540,7/20/16
26c2fbdc-de46-4295-86f2-a5ad017c676e,7/7/16
d9fc358f-8870-4fd1-af9f-a5ae012ee3b1,6/13/16
35b8b72d-ea27-43a3-940f-a5ae01661469,8/22/16
ee8b2ed5-5686-4fef-86c7-a5af00b9c05a,6/25/16
f04f66bc-ba87-44e6-9793-a5af00c5ed0f,7/21/16
35fee8d4-cc4d-4224-98b6-a5af00fd57c2,7/14/16
76772192-16f2-4473-9c8d-a5af0106825b,7/20/16
76772192-16f2-4473-9c8d-a5af0106825b,8/28/16
e9987680-f7cb-40cb-a1ff-a5af010eda59,8/11/16
198b5799-32a5-4a44-af05-a5af0142235e,7/15/16
cf0a6b11-b5de-4735-b8a7-a5b000bfb243,8/19/16
90bef960-79ec-4d85-a90f-a5b001405d34,8/12/16
7492762c-c3a3-4db2-8761-a5b100dc6bb0,8/9/16
12bc7fcf-82b4-4453-a889-a5b100df6660,6/2/16
30a1c080-39e8-4b44-aabd-a5b10112cdc2,7/18/16
68cf8742-4c3b-4a7b-93d2-a5b101620d36,8/1/16
b2c10ccb-bbc1-4f48-ab41-a5b200de08c3,8/17/16
cd4495e1-5dc5-45b3-967b-a5b2016c9176,8/1/16
8447cd4b-c1a5-4940-b1ce-a5b3012b02e5,8/12/16
d0f2202a-aee5-424c-a656-a5b3016c3261,7/27/16
c71688e1-17da-4168-a78d-a5b500dd1c7d,6/16/16
c71688e1-17da-4168-a78d-a5b500dd1c7d,8/17/16
ed6b0b87-4a2c-4d1e-bfc6-a5b50101c1ca,7/13/16
6d24ac36-8ecf-4334-b69b-a5b501101e25,7/28/16
ca0eed85-1f89-4948-bb9e-a5b501101f63,8/12/16
768cb7bb-2649-4943-8a13-a5b501102007,7/19/16
de52efe8-d6ed-439a-97ad-a5b5011020aa,8/8/16
5d68c9bc-b4cb-4f79-af3a-a5b5011021fa,8/11/16
5ab8da26-e18c-4292-8c3f-a5b5015009a8,7/8/16
23e52541-5c4e-4b0b-afa6-a5b600940543,7/26/16
64bcabb5-4299-4d11-8bb7-a5b600b4e9b4,8/6/16
92e0b216-032b-47fa-a039-a5b600c0ecbd,7/20/16
b9f9dc22-7344-471e-a5d8-a5b600cd5381,7/28/16
153245ab-d08c-4081-b01f-a5b601416e2c,7/1/16
6b374be6-b1b8-4edb-8adc-a5b60162721f,8/3/16
b0c8ad81-100f-44db-9ab0-a5b7008bd772,6/29/16
85775072-82a9-41ae-b689-a5b7009ce47a,8/18/16
c608fded-8cec-4ff7-a1b2-a5b7010f1266,8/11/16
daaeffaa-8de3-49a8-bdad-a5b701226f81,7/7/16
4f70a25e-66f7-41a6-bc79-a5b70156da2f,
daa6a3ef-8871-4768-bb2a-a5bb00d0ce21,7/19/16
0ccc1a19-a549-4fc8-abc8-a5bc00814fc4,7/8/16
2b0b9fb7-b161-472a-ab1a-a5bc00de9130,8/24/16
4d550ede-7463-46cb-bf3d-a5bc00ec9e1d,7/27/16
1106e5c3-c00f-4e47-9aa1-a5be00cda5a2,7/27/16
c8951b70-cd04-4b0e-9fa2-a5be01825d70,5/31/16
db604ff6-cf9c-4cec-b8b2-a5bf00cfcf35,6/3/16
8b23d0aa-c6eb-4b60-a612-a5c3009855cb,7/14/16
ff7fa260-2b19-4aff-b781-a5c3009b5118,7/26/16
b2af01fc-b8eb-4b7b-ba53-a5c400e1e34d,7/26/16
38645aff-975e-4e52-a110-a5c400f83729,8/9/16
9ed716d7-e0d1-4437-9d30-a5c6015635ab,7/22/16
dfc97622-6596-4659-8e7f-a62100eeeffc,7/6/16
