APPID,FellowStatedDate
58320475-ac65-4544-b532-a51b009a4ebe,8/11/16
e50b1b3d-51d8-42cc-9ce2-a51b00bcaf74,8/4/16
02fedb70-fbd9-4ce0-97d6-a51b00fe669a,7/18/16
66ccae04-bac3-4d47-98db-a51b01030dc4,8/16/16
ff57900a-3fbd-4143-92ef-a51b0161b309,8/4/16
3534571e-5908-420b-9959-a51c00b122c1,9/6/16
645b255e-f6d3-4adf-a63e-a51c00c4f81e,6/30/16
d05c02bc-bbb1-4f17-b75d-a51c013ce0bf,4/19/16
7d9f3b4a-5185-4811-858b-a51d00f6444c,8/16/16
898e3ace-f738-49ef-a0c8-a51d0121c7fd,6/30/16
898e3ace-f738-49ef-a0c8-a51d0121c7fd,6/30/16
068e304f-e283-49ee-b032-a51d0168cba4,7/28/16
0a62013a-90ba-4b20-8fdc-a51e008d679d,7/19/16
db1f794c-ce08-457f-883d-a51e00b637b3,8/9/16
fa057438-7166-46be-a336-a51e00f11bf6,6/16/16
c9acfa98-c939-40ea-9a4c-a51e01869445,7/11/16
c9acfa98-c939-40ea-9a4c-a51e01869445,7/11/16
2166ab79-7b46-4612-a4ab-a51f01305f22,7/14/16
d9f3a167-d5d6-4f9a-9997-a5200118fd15,5/24/16
ea1b236a-f325-4803-9e57-a52100efa2bd,6/28/16
5de1091a-cfec-41e0-b027-a521013e4343,8/2/16
e7830e19-20be-45ac-96c7-a5210160b42d,9/1/16
6f76d07b-bfa6-49b5-abb9-a52101886b2c,
cb31f0e2-3ca2-4a89-823c-a52200b1e224,9/2/16
31fbee90-418f-4498-b0c9-a52200b5d662,7/20/16
b827d3be-1ac2-49ca-b681-a52200fb2a30,8/10/16
5ced3920-36a7-42be-9537-a523011f6023,8/8/16
c4ded267-c96b-45ff-8c13-a523014955c7,8/11/16
188db779-44cd-431e-9404-a5230182edd9,8/1/16
a8d3dd83-4e0a-4728-9a8e-a5240000351e,7/15/16
dba75b29-95eb-45cc-84f4-a524002b2956,8/10/16
e1c9b998-1be6-4e7f-be8e-a52400ca5361,6/28/16
3ff2ef73-c06a-4d22-a82f-a52400d1c30d,6/30/16
1951659b-6868-4833-b176-a5240100d92a,8/10/16
8ed0a1f1-665a-4887-b6db-a524010bc005,6/1/16
5a18dec4-88dd-43e5-95e4-a52401433043,8/9/16
fcce53fa-4cdf-43d4-bcea-a52500ab8f96,7/20/16
440b8367-af21-45d7-99dc-a52500b6317f,8/15/16
290f7dba-548d-4a95-847e-a52500ff63ac,8/17/02
0987e3e1-ffbe-472c-93f1-a526008d4d81,8/8/16
6f0af46a-4e90-40e7-a3a7-a526013eb045,9/1/16
36936933-f01a-4fef-bb8a-a52601772fd1,8/29/16
80689993-0ed3-4b3f-a7e4-a52800a4eeb2,8/9/16
9557e674-034d-4b8c-9c08-a52800c13f76,7/19/16
424dffed-481c-43cf-b785-a52800e1caca,
5506e4f3-bc31-4a5c-a473-a5280100ac9d,8/1/16
58179487-fae0-4126-a131-a528013b8fbe,7/19/16
1e6b57e0-ecd1-4c43-9fca-a5280146aab7,8/29/16
e9db9649-4baa-4480-8124-a5280146ddbd,7/21/16
6cfc3e89-9eff-4de7-8724-a52801499591,7/4/16
08f2582e-3dd7-42c6-85d4-a528016ac9f1,8/4/16
c7f1ed77-5416-40ec-94a9-a528016bcba9,6/8/16
6b5c266d-3c58-4eaf-ad64-a52900955237,
6b5c266d-3c58-4eaf-ad64-a52900955237,6/30/16
ae5bc054-ad08-443a-bd04-a52900a34faf,6/20/16
92993652-9d81-49d1-8ae9-a52900b401df,8/11/16
1e36dfcb-1264-46c2-b42f-a52900d2a785,6/24/16
cf688bb3-9106-456b-ad8a-a52900ef4048,7/25/16
3121fcfd-4bdf-4c3a-b522-a529010e2615,8/3/16
0690c17e-b689-44f7-a614-a52a00097844,8/2/16
6c63c5c4-a5d5-450d-8402-a52a00a47ea0,5/16/16
4e9cab61-abc8-4e0b-9ead-a52a00a55a51,8/29/16
1f1b663e-8ef1-4477-b91c-a52a00acf8e6,8/15/16
ce5287cc-5ce0-4574-be1c-a52a00ae4ea4,7/14/16
ee4c7750-9766-4d3e-8437-a52a00c2dac4,6/28/16
99c5ca0d-462a-449e-a4c5-a52a017bbb4c,8/22/16
d7ad0a77-b3ea-448c-8930-a52a017c9c7e,8/3/16
40ab4ecd-2e06-445d-ab6d-a52b001d4d3d,7/25/16
487b5bbd-a4aa-4ac2-8cae-a52b0069a639,6/3/16
70f1a1d5-1de7-494c-9544-a52b00c8c1a5,8/2/16
70f1a1d5-1de7-494c-9544-a52b00c8c1a5,6/14/16
8d520192-026b-4977-a642-a52b00d2a061,6/29/16
6c70efbe-a5ef-4975-8e82-a52b00daa6db,6/13/16
6dd889db-8b22-4ff6-8967-a52b00ef3317,8/8/16
b262d1f3-0cb8-44f1-9159-a52b013aae97,7/19/16
fa4d976e-0c03-445a-b343-a52b01670a0b,7/28/16
ca21ba7b-9d71-45e4-b872-a52c0008f829,7/18/16
482f4e3e-7922-4c7e-80c2-a52c0096b289,7/21/16
06b6d967-c5b8-42d2-8c7b-a52c010728cd,7/15/16
7e953fd1-2eb2-44d2-8757-a52c0108df4a,5/27/16
f340e70d-d0b8-41ea-bf76-a52d01157eb6,8/26/16
a4529c82-9ebf-4bb0-a381-a52e001658c3,7/11/16
ae585bcd-cb14-4a27-ad73-a52e01215638,7/15/16
cdecb682-42c5-4072-977c-a52e0127ebea,8/2/16
7e6453c0-6d8b-4eed-8555-a52e012dc262,
595dd3dd-0af0-4606-a2e1-a52f008e8a2f,8/1/16
29e6f5f3-3ffc-4e77-ae8b-a52f009174a6,8/19/16
3fbd8542-b41c-4c29-ae31-a52f00e817a7,8/17/16
4aa80c1e-4a5b-46be-a86c-a52f00eb8b37,8/1/16
672f41ec-52ee-48ee-9e9e-a53000555739,8/2/16
d9ebb561-6d7c-4126-804e-a53000adbadf,8/9/16
3db00eec-93a9-4e15-983e-a53000f79ba1,8/22/16
bb6079f2-bd66-4e29-ac5a-a53000f8bc9c,8/12/16
1a111cdf-329a-412b-9e8f-a530011817cd,6/21/16
1a111cdf-329a-412b-9e8f-a530011817cd,8/15/16
84df8183-b318-4bf4-868f-a530012366a8,7/28/16
a00968d6-0b91-4e5f-9580-a530015f4e6e,7/20/16
f8992d12-2e2e-4f63-b73e-a53100a624e6,8/10/16
b51e6d6d-930f-48f5-847c-a53100cbaa11,8/12/16
d711aad3-a5fa-4595-9773-a531012612a4,7/18/16
b5a23431-6857-4175-a811-a53101652bda,9/6/16
b10c0442-8084-4957-a25c-a53200a12854,8/2/16
7c621104-0d44-4d56-82cc-a53200a86949,7/27/16
388c2c27-305e-49af-864a-a53200b10a0b,7/27/16
80199645-5d9f-41d5-ae63-a53200f608db,7/21/16
264c972c-c6be-4be7-a967-a53200fb10b8,7/28/16
ea1bfe38-fa95-4504-843a-a532017a564b,8/19/16
34191a98-e01e-4c0a-bae3-a53300216b8b,8/9/16
d01292c6-c2b4-4a9d-b537-a53301851b3b,6/17/16
77f46044-6c03-4455-a23c-a53400ad772e,7/13/16
cb2ff111-e48e-49fe-afac-a535000b6318,8/10/16
e6551a48-7fae-4525-baee-a53500e9f0c5,8/24/16
fa6605cf-53be-434c-8227-a5350171a20a,8/15/16
736cf3ed-db13-42b2-aafe-a53600b9521e,8/16/16
d4636973-d1fb-4699-b557-a53600f4f024,6/10/16
3037e718-0b93-4cee-9fb6-a536011bea7c,7/22/16
9eebbdc0-96b8-4a5e-8380-a536013e1658,8/8/16
c5cd69b5-3fda-4274-9e4b-a5360152d5dc,6/24/16
22cfc539-48ae-429c-ad1d-a5360158064a,7/29/16
d2fe382b-9f3e-4d74-acd6-a53601706956,7/8/16
bc235a74-c4a8-4948-8d4d-a537008ec5c1,8/9/16
e74f3731-8424-4c8e-8d13-a537009b8370,8/31/16
6b27c4e2-0847-4a22-bc2e-a53700aaef45,5/27/16
302968eb-15a4-411e-84b7-a53700aafa47,6/20/16
5072dc8b-824d-4929-a33b-a53700b3fb1c,7/27/16
19237389-3bc3-4dee-8cfc-a53700cf4bcf,8/3/16
6ee53294-8e31-4cb5-955d-a5370118c7dc,7/20/16
2512093b-7a3d-4374-85cc-a5370141c0fd,8/16/16
19399945-1f4a-4e5d-9922-a5370143c840,8/16/16
21449a5a-cccf-4a38-a89b-a5370155cc73,8/23/16
138f7cf0-7671-4aef-bafd-a53800b8e57e,7/28/16
ca29e660-85ab-4913-8a1c-a53800b93aed,8/9/16
7f048855-3427-4c9e-9405-a53800e89fa5,8/10/16
c6b13b8a-d987-4bc5-90d2-a53801116842,8/10/16
f034812c-0237-45ed-9361-a538012dcbbf,8/29/16
ad49e732-6ff2-4637-b432-a5380160602b,8/15/16
27134a72-8de3-4d09-85a6-a5380162cfb1,8/12/16
42e28fa6-130e-40f0-86da-a538016faf8a,8/10/16
c27ef1cc-8495-4e99-a8be-a53801841934,8/9/16
c26ae60a-73fd-4cd2-8af9-a53900a0bdde,8/9/16
72049b1b-272b-4309-97df-a53900bdcbf6,6/29/16
50687035-6bf0-4333-98fb-a53900e0b749,7/11/16
176230d1-5fb9-446d-964f-a53900eabb84,7/20/16
b82766be-4527-44d1-9872-a53901495900,8/10/16
e12f6a68-11da-44f0-aed4-a53a009c07b8,8/2/16
7f8494d4-b7c2-4432-980b-a53a00aa1c13,8/9/16
751174cc-f18d-445c-9ac7-a53b001b91f0,7/18/16
6e3c1387-d1a1-4fe8-8e78-a53b00a40f3d,8/16/16
f168a16f-1f80-4e1e-b0e3-a53b010366a0,7/14/16
fff62cac-2275-4c60-b1e8-a53c008417f3,7/16/16
02e2e065-8439-4943-9bbd-a53c00e023e6,4/19/16
6d327987-1ee8-48c2-bc29-a53c01060f5a,8/26/16
ce3aa90a-594f-47ea-b1f7-a53c01284c4e,8/15/16
0a69bb5a-2e42-446d-9d6e-a53d00ff4c98,7/20/16
f6d03aa9-cc60-474d-b479-a53d01301ad3,7/20/16
32ae8a6e-bc8a-419d-b415-a53d013883f8,6/2/16
f5a9fc9e-7e28-47d8-8ed7-a53e000db373,6/29/16
3d3c1af7-72bc-43c1-9a7a-a53e008f95fa,5/20/16
9e3646ac-58c6-4e9e-8480-a53e00d556a7,8/11/16
5b1f9614-54af-42b0-aae1-a53e00f44c3b,8/13/16
f2e8eeb8-c4eb-4951-8ee5-a53e0127487e,
083525db-2eb5-493e-b2f9-a53e017f4d3d,8/12/16
c9b6d7c0-6b57-4633-b337-a53f0125a5ca,6/30/16
daabed5d-3e36-47d8-9c7b-a53f015001e5,8/12/16
13faf3af-f2f0-4aec-b33a-a540010bc5c7,6/17/16
c0a17562-5e5f-4627-93d7-a54100c1dd20,8/4/16
854abead-a84e-4cd8-af0d-a5410159be36,7/7/16
9daf785d-b596-42da-9b18-a542010fdc9b,8/23/16
7b13b0d7-ecf5-400e-8005-a54300cd5f31,7/7/16
fe2d5b7c-c4c7-44a3-8a06-a54400a85333,8/16/16
308ea468-8a9b-4ae0-bfa7-a54400c89fcd,6/1/16
92de93ce-4c08-4357-8798-a54400e10b39,7/20/16
a0720bca-807e-41a3-9eff-a54400e39f57,7/19/16
8a6cd223-7305-4877-9508-a54400ffe6c4,7/20/16
73babbc6-3e84-4a43-86cb-a54401862ed2,7/11/16
345a550f-1411-4487-b8de-a54500bb8337,6/20/16
ff3274aa-c533-41ab-b308-a54500ca6859,7/19/16
f2e19f52-1598-4568-b21f-a5450178f963,7/5/16
62578931-83b6-4b84-a3f3-a54600b042bd,8/4/16
8cbcef26-1069-481e-9e81-a54600cf6fb6,
78c9bf0c-364a-4d33-9bcd-a54600f86cac,7/27/16
26de2776-e971-49a4-a084-a54601232812,9/13/16
bcbbe22c-fca7-48f4-8342-a54700cf15c6,8/29/16
586b7740-62e4-496f-b876-a54700d6a03e,7/14/16
26c1883a-df22-4431-b689-a5470133816a,8/24/16
7166c13f-c49a-47ea-a077-a5470183f78f,8/11/16
9b472fd4-c47b-4489-80b7-a54800987591,8/12/16
6f4e00df-3568-4e4b-803c-a54800f9d388,8/8/16
e7d71916-02b2-4792-aac9-a549000d9765,8/8/16
23fbff77-dff4-4ccb-8d74-a54a00c08510,6/7/16
75f57896-31cb-4b21-bd58-a54b009f6111,7/25/16
12a85ed5-25d3-4be3-bbfd-a54b011e0d0f,6/28/16
70b46973-1a1d-462a-83ff-a54b014194d1,7/14/16
4327ab88-3b46-40bc-b2be-a54c004d26b0,6/16/16
487983e6-84af-46b4-9a3f-a54c00aaf441,8/10/16
6787bf17-062d-459e-8caf-a54c00af17f9,8/29/16
6787bf17-062d-459e-8caf-a54c00af17f9,8/9/16
97bb231e-c67d-443b-aad9-a54c00b1ad0f,6/29/16
04dc44ee-3082-4032-ba3b-a54c00d95604,8/9/16
f8dafceb-82b4-405a-9e47-a54c013bb06f,6/24/16
0934a69e-8820-4d9c-9feb-a54c013edb80,7/22/16
b5904c62-2fef-4722-a109-a54c017890d0,8/4/16
6f94803e-2df4-4349-95a3-a54d005feafe,7/25/16
da4c199e-39b3-44a1-bf22-a54d01243361,8/30/16
d1e6ee58-f900-431a-8609-a54d016eccd7,7/27/16
0c17e2e3-c15d-4745-a452-a54e01155701,7/20/16
757cdeea-5e52-450f-a2ec-a54e014992b2,8/10/16
08e87c9c-ca64-476f-9fbb-a54f00bc62fd,8/11/16
42fd031d-87af-47e2-8e04-a55000381751,7/20/16
67ac82ec-4519-45ef-a1d3-a550018204e6,8/16/16
dc1e807a-d931-4298-8521-a551017b627a,8/10/16
02d38fc4-0f6b-470c-857e-a55200b9a679,8/10/16
ba65cec9-fc77-4fd3-bd87-a55200e23d23,7/7/16
62d1ef73-830c-41f3-8850-a55200f9ec62,8/19/16
25bf558f-89f9-4b9a-bdbe-a55201044ff4,6/30/16
096b76db-ddb5-4576-94fb-a55300ced977,5/18/16
072aa265-f797-4325-9d98-a55300e396ea,6/17/16
573158e3-dcc7-40ff-972c-a553011a757d,6/1/16
18e8c641-122b-44a5-b883-a55301237a65,7/11/16
18e8c641-122b-44a5-b883-a55301237a65,7/11/16
4371b51c-a889-437c-a29e-a553012d2b3d,9/7/16
6f8bab42-b499-4a41-938e-a553018550eb,7/14/16
5127a650-5298-492d-960a-a55400db7987,8/2/16
b6195f70-61d2-459b-b917-a554011e6cb3,7/12/16
8cdf69fb-dca7-4310-aa8f-a55401740f04,7/25/16
1360ea15-353e-4586-85cf-a55500a8befd,7/28/16
a532247c-ae05-402a-8c09-a55600db31b9,6/15/16
02361b40-9914-4089-9f9d-a55600dcb6fa,6/15/16
fff89e6e-4857-47e0-8091-a55600f07d83,6/8/16
08e69f35-e9dc-44ae-a8c6-a556012f3e05,9/8/16
cf489601-4d1b-4f0c-bea6-a556013afd08,7/19/16
44665524-9d15-41d9-8d03-a55700483e93,8/10/16
65d85e48-bb48-47f3-b965-a55700f4f7db,8/15/16
aff6c0a7-6ad2-4055-b3df-a55701197e12,8/1/16
d31c0a29-30e7-4243-96f9-a55800c65a5d,7/3/16
b2cfb070-76f5-4d1b-8e7f-a55800efa853,8/8/16
b146c69d-205a-49e3-93aa-a55800f933e9,8/10/16
05cb69f2-2624-469e-8648-a5580112963f,6/21/16
c28237c9-49dd-4e22-97d9-a55901818445,8/19/16
69394283-d6d8-416e-a549-a55a00c08130,8/12/16
af001300-9e83-4d8f-9f31-a55a00ca5121,6/30/16
25314c4f-962e-44f6-ac51-a55a0176fb3c,6/9/16
5869ff96-1bb9-4270-94ab-a55b0008b43c,9/6/16
d1c693b7-d2ed-42da-b4d2-a55b00c05745,6/24/16
887b6128-01a2-416f-a1cc-a55d014ab022,7/21/16
e72aba14-dcd1-44d3-9cdd-a55d016893c9,8/29/16
d2a39aeb-6295-4dbf-bbae-a55e00195894,7/29/16
7e275178-a6be-49d1-91cf-a55e01024071,6/28/16
cef88ccc-e757-4502-b8eb-a55f00a5c491,9/6/16
e931e463-bf12-46a9-8707-a55f00fb65a4,8/1/16
51236e43-bc51-4b09-a813-a55f01360a76,6/16/16
7bed807c-4548-467e-b7a4-a55f014d229b,8/8/16
67511f07-8945-447b-9091-a55f017ccb0b,7/28/16
f589d900-edd6-43dc-81d9-a560002eb6b8,7/4/16
7eabff3b-eb6d-4dde-bd8c-a56000af004a,6/1/16
2196183f-68e6-4381-9ed8-a56000ca0990,7/27/16
fdea5ab5-66ed-4a63-9357-a560011c1781,6/9/16
29066a4d-3e21-4695-b81f-a56100250db4,8/30/16
7a965804-e376-4f42-b86a-a56100c07fd6,8/12/16
1efa77e4-a3ef-4c1b-b7c7-a56100c57cc7,8/6/16
b260c16f-ae50-4cca-964c-a56101025bb6,8/16/16
01f0c615-568f-4684-abd9-a561011a4cc0,7/12/16
01f0c615-568f-4684-abd9-a561011a4cc0,7/12/16
a77d0f62-49c7-4fca-b3cd-a561013dc2ff,
d8d170b0-d504-488c-ab94-a561015a54a1,8/16/16
61cbc25f-d2b5-4753-9eea-a5620031e2f2,8/30/16
29d7d368-a0be-422e-aac3-a56200394b0e,7/19/16
9d7c6454-211a-4606-a5e5-a56200b55dbd,8/9/16
9ea13d58-2b18-4b67-a4cd-a56200c03764,8/24/16
4d7900c1-e5db-4cc9-96c9-a56200ffc645,7/1/16
195e11d7-3a8c-4562-acf5-a562012c4b0a,7/21/16
1769e11e-b362-457d-9736-a562013cb922,8/9/16
b469bab6-b8f4-4339-bcd2-a56201469a19,8/23/16
8df591eb-7ba6-475c-bb2b-a56201499617,8/16/16
edb0d9c3-f84d-49ae-8f9b-a5630010915c,7/27/16
a10824cd-a43f-429b-954a-a56300dedbb1,7/19/16
91776acb-58b8-4e00-9958-a56300edaf5c,7/25/16
6ec6ad86-4536-4f65-b54a-a5630156ee80,7/28/16
55befe22-3ed4-45a0-873a-a56301571ae3,8/4/16
358441fb-8e09-4a57-88f6-a56700ad3332,7/26/16
abacdb39-dec2-46bf-94c9-a56800b403c1,7/18/16
4638a074-7cc6-442c-8733-a56800cd9933,7/6/16
e81df3c4-c209-457e-963c-a5690105f04c,7/14/16
e81df3c4-c209-457e-963c-a5690105f04c,6/30/16
c468e5f7-17d6-45eb-870f-a569011d5474,7/28/16
bf452225-6fcd-4267-bb58-a56a00a09dfd,7/18/16
c82f8169-f7d7-4c15-a6d6-a56a00b18296,7/26/16
08902a6e-4dd5-4eca-8963-a56a01269cdc,7/12/16
70d7d814-bedf-4ab8-97aa-a56c011a5cc2,8/2/16
7dabef4d-4c3f-4e30-b30c-a56c013cba87,7/16/16
9839800f-43f7-4122-ba91-a56d0014c37f,8/8/16
ff9c7a9d-f217-4be4-aab4-a56e015b08e6,7/12/16
b032f3e4-8f66-4768-8b46-a56f00e43426,7/16/16
24cf1d24-05b6-4fee-9dc3-a56f0114c427,8/11/16
e84322ab-7af1-409c-b03d-a56f0187e31b,
942b1150-7c49-4ef0-9906-a57001011636,6/7/16
3e16cc1e-988b-406c-8fce-a570012b71a8,8/3/16
97313797-b0fe-4581-8135-a57100b222e2,9/2/16
70b118cd-a679-4ad4-9d80-a57100cdce09,7/20/16
cdd4d719-ab5a-41d4-8a38-a571018714a1,7/27/16
7633db9d-00d1-4177-a85e-a572005afe86,8/25/16
813ff012-8f6a-46d9-b416-a57200a6e4bb,8/10/16
813ff012-8f6a-46d9-b416-a57200a6e4bb,8/10/16
2d2f86fb-7627-4178-b457-a57200b6cb30,6/15/16
872a2660-6b24-40b0-9a24-a5720110a284,8/8/16
0e1e8b9f-710a-4320-a8ce-a57300aa2490,6/17/16
f230775a-57dd-45b9-8daf-a57300c252b5,7/25/16
6ad6d69c-a227-4b85-994b-a57400c581b2,9/6/16
d0ecab80-4956-437b-906b-a57400f5e11c,6/1/16
dfb74e0c-8980-4d49-b30f-a57400fd1053,7/20/16
12a9aa45-228e-4ff5-9d28-a57400ff37b1,6/30/16
fbb82bf7-05a7-4606-8623-a5740171d056,7/14/16
eee27efa-b12c-4af2-9066-a57500be8da8,6/16/16
eee27efa-b12c-4af2-9066-a57500be8da8,7/14/16
d98f4bdd-d417-4f3c-838a-a57600c36eb2,8/4/16
27dda788-9eee-44fb-84c8-a57600f87fe4,7/19/16
f5f1e4c8-a092-42de-ae72-a57601665f56,7/13/16
2fae3649-dd76-4241-8524-a57701287af2,6/27/16
d3ecf20d-9309-41db-b902-a57b00d6023f,8/11/16
a1756fb1-d161-4f21-879a-a57b00dce767,7/1/16
177666d5-7e48-4228-87b7-a57c013c6410,9/2/16
eeca0cda-e38b-4bc1-989e-a57d0036b538,7/25/16
49ba2150-3098-4a96-a4fb-a57d011b3a7c,8/29/16
1682e764-2892-4d21-b1f2-a57d012c9479,8/11/16
b20457e6-fd63-4723-a20c-a57d016582f2,5/16/16
5ba26ef6-c145-4056-9f59-a57e00a9484f,7/18/16
167d5400-d62a-4544-8d50-a57e01314ea9,8/17/16
83dfa756-6309-42de-a547-a57f00d3a631,8/1/16
927c4e7e-5ab2-4079-b059-a58000d23c72,8/22/16
31d61792-150f-462a-97a8-a580015334ee,9/6/16
f90b0616-6c5f-416f-bb4b-a5810167778f,7/25/16
2797460b-7b79-49df-9163-a582001b4388,8/15/16
39977c90-094f-492d-a4bb-a58200a6bf0f,9/6/16
8c264bf2-35a1-4d71-96bc-a58200f1a996,8/9/16
eebda846-e413-4f48-b216-a58201487430,7/27/16
d2d65407-e27a-4442-a03d-a583003292a0,7/29/16
71920a34-48a2-4972-b7b7-a58300c6fd39,8/18/16
c0dd0464-8606-463a-9f00-a58300f86a4b,7/15/16
dc6dfa1c-5b45-4dd5-9acf-a58301046cc8,9/6/16
620e363e-7ec1-4ff0-b2bf-a583010a64fa,8/30/16
bbebd27d-77c5-4c59-acae-a583010d4867,6/29/16
7dacf145-63c2-4ed8-9b1e-a583016183dd,8/17/16
64ad6ea2-c1cb-4f26-b619-a58400c032ae,7/26/16
060ce3d0-0e98-4b2e-8aea-a58400c5b001,7/18/16
060ce3d0-0e98-4b2e-8aea-a58400c5b001,7/18/16
b45f8b42-592b-412b-b222-a58400fac310,8/4/16
14069bff-1a1a-4188-a57c-a5840143a2fe,8/4/16
b6f70e21-606c-48df-94f0-a58401541864,7/29/16
79a93222-b0d3-4de4-8bb0-a58401665857,8/29/16
b36a4084-7d0a-46c3-970c-a58500a8595a,8/4/16
cfc87cd8-288c-4a94-aa5c-a58500adc538,9/16/16
d7493233-dae0-4522-bd9a-a58500c011b5,8/12/16
7a6c3e95-f9d7-4324-9da7-a58500f62dc2,8/12/16
1174b343-5b96-4b5e-8afd-a585013ebbaa,8/15/16
27fc9ff0-b437-484d-a711-a58600102c79,8/1/16
af4e9416-d85b-421b-bac5-a58600a6c616,8/1/16
8d032af3-3a69-4c12-8e73-a58600ba38f6,7/29/16
a45463ae-666b-4877-978a-a58600c1de9f,7/19/16
eb888b0e-78d3-4a9b-9ab8-a586010069c2,6/14/16
4d59e93c-9be1-47d9-96ac-a586013a1f01,8/3/16
a7f4de7a-7b0c-4cca-96e2-a586013d4609,8/3/16
459e92a7-bc92-43bf-aef7-a58601519fdc,8/2/16
d15e1adf-27e1-478b-9aca-a5860166c844,8/30/16
be22422d-b145-4829-972d-a587002a51cb,8/30/16
17c61e9d-fe17-479e-bfcd-a58700c29904,8/10/16
363f413d-3cae-4ce1-b40b-a58800cdfb8b,
6e729aa2-27f5-4efd-a17e-a588011c2a47,7/29/16
dacb27c9-9c6f-48d6-8255-a5880142fad3,5/10/16
fb8dbc33-b4fa-4021-a5c1-a589002dd050,8/11/16
6462a3c9-bf2d-4403-ae00-a58901097d8b,7/22/16
adb65d92-ec78-4692-a50e-a589015258b5,8/24/16
18698681-166c-408e-9548-a5890163e20c,6/21/16
7aed197c-90d8-4856-8b12-a58a00e1c02e,7/7/16
4ada87f2-e6c4-494a-830d-a58a01010657,8/10/16
d5f76282-7869-4931-a621-a58a01112279,8/11/16
2d1af3d7-7668-4e68-b3a4-a58a011d0255,5/23/16
2d1af3d7-7668-4e68-b3a4-a58a011d0255,8/3/16
f64a38c9-c971-4151-92ec-a58a01397ecf,8/11/16
a8466e5e-8c19-4d72-b887-a58a01618c4c,8/2/16
8f1e7474-873f-4579-b2fd-a58b00a8ff4c,7/8/16
7822cfa3-17e1-4ff6-88af-a58b00bfed56,7/6/16
4230890e-e1c9-4bc2-bec8-a58b00c57a1c,5/25/16
6f8fc41b-aa88-4faa-8436-a58b00f8265c,8/30/16
05fa57c3-48d2-4509-82b2-a58b012e2aa5,8/16/16
35a65ed9-9f85-4053-9c43-a58b0132065a,6/14/16
6c77928a-dad1-4adb-8ae5-a58b0146c019,8/9/16
2b944210-77c5-4642-916e-a58b01802a41,7/28/16
35a77e6c-8470-4269-a574-a58c008efe7c,6/6/16
bee8d06d-a314-46b7-a3c6-a58c00b3f78e,7/27/16
0d8a1c0f-698d-479d-9a4f-a58c01126a08,7/22/16
c6703de1-ebcd-4d61-932e-a58c016be851,7/13/16
29b39462-db6b-4b7a-9cd1-a58d009e5d50,8/17/16
d4902e85-484d-430c-afbe-a58d00ef60e3,8/25/16
1d111e34-5f66-4145-b2ee-a58d01015796,
a2dc8fbf-ace0-4a5e-8200-a58d014fbad2,6/15/16
346c6209-8694-45f8-8e33-a58e00d0695b,7/19/16
6061f79d-e08f-4689-b349-a58e011e4688,8/8/16
a2ed987c-367a-4218-9ecb-a58e0134bf46,8/15/16
3091b507-3ca6-45dd-aff3-a58f009bef28,7/22/16
9886d1f8-d2a1-4c80-b6ab-a58f00a099ea,8/19/16
b00e7f57-71d3-46b2-88ec-a58f00aad197,8/11/16
19eba3fa-7f9c-4506-80e9-a58f00fb6955,8/24/16
bca07cb0-04df-4a62-83d9-a58f0132a503,8/12/16
770da853-adf4-4e43-9d8d-a58f01885f22,9/1/16
4be179ca-64e4-4168-ae6f-a59000155ea8,8/11/16
6ff87564-c784-4d9a-a53d-a59000dfa783,8/28/16
3582440d-368e-4050-9c13-a5900108e337,6/10/16
7c74669d-0a29-4bbd-99db-a590013b0ce4,7/21/16
cf9a38d2-fd3c-4727-90e7-a5900162ad89,7/11/16
f096cf6e-169b-46c7-b22c-a59001815ba9,8/10/16
5e0d30b6-1749-4215-a33c-a59100ad9e38,7/13/16
3be679a9-3b26-4db8-88d7-a59100cb4f5d,8/31/16
ee08bebf-6f67-4135-913a-a59100cea8fd,8/17/16
cfdaa925-82e5-426a-bbcf-a59100e6b742,8/12/16
9011feee-9680-4292-976a-a59100f06cef,7/26/16
6ea128c8-ed36-4eaf-b7b9-a59100f5e05a,7/20/16
e0119cf4-eb0a-484d-9c86-a591011e4de1,8/5/16
6e9a2f5b-b6d0-4d49-94e8-a591013fad15,8/10/16
c13f523e-ffb9-4822-909a-a5910143ae7b,8/30/16
75eb025c-d8fa-4eba-b31c-a59200a6e0bf,8/18/16
87561c55-d189-449a-87fb-a59200d7686e,8/3/16
687ef20d-3dca-4dcd-a31e-a59200e46c87,8/1/16
0381a562-6b83-4d28-b148-a59200ebc560,7/20/16
1f3f66d9-f69c-4901-bc6e-a592010d446b,7/26/16
d480b059-3113-4e1b-ba62-a592012f9b66,7/28/16
c421240a-cea1-488f-9d02-a5920149cb98,7/21/16
b93e5332-2955-4457-80ce-a5920163eda7,7/29/16
414e1bfc-3d68-4e31-8f43-a592018445e1,8/17/16
b8acc1a8-7c44-4187-bff5-a5930093879d,8/11/16
2fde50d5-b35a-499e-aeff-a59300a985f2,8/11/16
d66fc4e4-b2ee-483f-946a-a59300db239f,8/3/16
07adfb90-0709-42a2-824f-a59300f776ac,8/1/16
8a418488-051b-4366-bd7c-a593011795d2,8/8/16
6b05263b-5c12-4bf6-ac2b-a5930120ad90,8/31/16
3b564254-59d5-4b27-807a-a59301259cb6,7/28/16
bc0236f9-4abc-4508-8893-a59301378463,8/4/16
0e10005e-8090-46e3-8fa2-a593013d930d,8/23/16
