invited_interview,show_interview,scheduled_interview,no_show_interview,show_rate_interview30,schedule_rate_interview30,invited_interview.1,show_interview.1,scheduled_interview.1,no_show_interview.1,show_rate_interview14,schedule_rate_interview14,invited_initial,show_initial,scheduled_initial,no_show_initial,show_rate_initial14,schedule_rate_initial14,invited_initial.1,show_initial.1,scheduled_initial.1,no_show_initial.1,show_rate_initial30,schedule_rate_initial30
1473,1022,1250,228,84.86082824168363,81.76,1747,1215,1491,276,81.48893360160966,85.34630795649684,1224,1083,1147,64,94.4202266782912,93.70915032679738,1076,955,1008,53,94.7420634920635,93.68029739776952
