invited_interview,show_interview,scheduled_interview,no_show_interview,show_rate_interview30,schedule_rate_interview30,invited_interview.1,show_interview.1,scheduled_interview.1,no_show_interview.1,show_rate_interview14,schedule_rate_interview14,invited_initial,show_initial,scheduled_initial,no_show_initial,show_rate_initial14,schedule_rate_initial14,invited_initial.1,show_initial.1,scheduled_initial.1,no_show_initial.1,show_rate_initial30,schedule_rate_initial30
1528,1066,1298,232,84.9476439790576,82.12634822804314,1925,1362,1647,285,82.69581056466302,85.55844155844156,1346,1195,1258,63,94.99205087440382,93.46210995542347,1131,1009,1061,52,95.09896324222431,93.8107869142352
