TT2ID,c27id,uni,FC_ID,Cohort,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom4a,oct_rel_effect
35b8b72d-ea27-43a3-940f-a5ae01661469,50931,City College,219,Cohort 27,X 519,9,,ESL,13-Oct-16,Developing+,Developing+,Developing,Developing,Developing+,Developing+,Developing,Developing+,Developing,Developing,Average
35b90330-15b0-46e8-8383-a2bf014475ae,50107,City College,1929,Cohort 27,6M322,6,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
35fee8d4-cc4d-4224-98b6-a5af00fd57c2,51041,City College,2063,Cohort 27,08X530,11,,Spanish,21-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Above Average
363f413d-3cae-4ce1-b40b-a58800cdfb8b,50704,Lehman College,2001,Cohort 27,x049,K,N/A,ESL,18-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
36472b3b-a743-4c8c-8454-a26b014d987c,50041,St. John's University,1128,Cohort 27,K419,10,CTT/ICT,English,19-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing+,Average
36553a90-d3a5-4a0e-8371-a3950142434b,50224,Brooklyn College,1846,,,7,N/A,,14-Oct-16,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Developing,Developing,Developing+,Average
3679145a-4823-4b9b-ab9e-a584014200ad,50702,Lehman College,1843,Cohort 27,455,9,CTT/ICT,Science,29-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Average
36936933-f01a-4fef-bb8a-a52601772fd1,50628,Brooklyn College,1798,,,8,,,5-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
369de5a1-efba-43d8-bead-a46c001912d6,50316,St. John's University,1949,Cohort 27,26Q566,9,,Math,29-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
36a9bb89-25ee-4979-b943-a4e900932930,50387,Long Island University,622,Cohort 27,M402,11,CTT/ICT,Special Education,17-Oct-16,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Effective,Effective,Effective,Developing+,Average
37c65367-b2ff-4270-98b9-a48701829b7b,50326,Lehman College,2003,Cohort 27,X331,8,,ESL,27-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Ineffective,Developing,Developing,Average
37d85ddb-0711-436d-bdc6-a4db016c2db1,50438,Lehman College,2006,Cohort 27,M529,11,N/A,Science,28-Sep-16,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Effective,Developing,Developing,Average
38645aff-975e-4e52-a110-a5c400f83729,51159,Long Island University,1937,Cohort 27,M630,10,Self-contained,Special Education,20-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Effective,Developing+,Effective,Effective,Above Average
387aca69-fa32-4bd2-b14d-a5a6016d5d79,50857,Hunter TESOL,2052,Cohort 27,Q204,6,N/A,Bilingual,13-Oct-16,Effective,Developing+,Developing+,Effective+,Effective,Effective+,Developing+,Developing+,Developing,Effective+,Above Average
388c2c27-305e-49af-864a-a53200b10a0b,50613,Pace University,958,Cohort 27,K371,9,D75,D75,26-Sep-16,Developing,Developing,Developing+,Developing+,Effective,Developing+,Developing,Developing,Developing,Developing+,Average
38bb73ed-65f5-49b9-8763-a3fe0165a3ef,50133,Hunter SPED,2036,Cohort 27,05M286,6,Self-contained,Special Education,28-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Effective,Developing+,Developing+,,Effective,Average
390516a9-a2fe-45ee-b6cb-a48a00ddb601,50327,Pace University,918,Cohort 27,97X429,K,Self-contained,D75,5-Oct-16,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing,Developing+,Developing,Developing+,Average
393ab3f7-b7d4-4b82-ac7f-a3160186df4f,50141,City College,2063,Cohort 27,08X405,9,N/A,ESL,23-Sep-16,Ineffective,Ineffective,Ineffective,Developing,Ineffective,Developing,Ineffective,Ineffective,Ineffective,Developing,Below Average
39542084-fdd4-40b6-a92b-a41201434f1b,50124,Brooklyn College,2027,,,11,CTT/ICT,,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing+,Average
39977c90-094f-492d-a4bb-a58200a6bf0f,50697,Pace University,1796,Cohort 27,K811,9,Self-contained,Special Education,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
3a51c663-272c-4908-9139-a49d00b14b1c,50368,St. John's University,1830,Cohort 27,M862,7,CTT/ICT,Special Education,20-Sep-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective+,Above Average
3b203e1c-8209-402d-b52e-a46a01555772,50322,Long Island University,1759,Cohort 27,Q356,8,Self-contained,Special Education,20-Oct-16,Developing,Developing+,Developing+,Effective,Developing+,Developing+,Developing,Effective,Developing+,Developing+,Average
3b2599ff-ddf0-41b1-a7a0-a5a700b4b038,51055,Brooklyn College,2032,,,9,Self-contained,,20-Oct-16,Effective,Developing+,Developing+,Effective,Developing+,Effective,Developing,Developing+,Effective,Effective,Average
3b564254-59d5-4b27-807a-a59301259cb6,51179,St. John's University,1686,Cohort 27,X692,10,,Math,6-Oct-16,Effective,Developing+,Effective,Effective,Effective,Effective,Developing+,Developing+,Effective,Developing+,Above Average
3be679a9-3b26-4db8-88d7-a59100cb4f5d,50841,St. John's University,1798,Cohort 27,M308,10,CTT/ICT,English,30-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
3c1a1dae-c164-4af7-b966-a565012d7244,51129,City College,2063,Cohort 27,08X320,9,,ESL,7-Oct-16,Developing,Ineffective,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing+,Average
3c20a28b-2847-49e4-83eb-a23b00d95a98,50063,Pace University,1776,Cohort 27,97K053,6,N/A,Math,13-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Above Average
3cb701d1-e699-40d5-aec3-a5000111d6cd,50624,City College,1856,Cohort 27,X161,1,N/A,Bilingual,21-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing+,Below Average
3cc91cf7-5718-4a24-ad71-a12800b2a7f0,50061,Hunter SPED,2041,Cohort 27,X045,7,Self-contained,Special Education,16-Sep-16,Developing,Ineffective,Ineffective,Developing,Ineffective,Ineffective,Developing,Ineffective,Ineffective,Developing,Below Average
3daef245-0213-44c6-8b48-a4a7009d42ac,50274,Long Island University,1919,Cohort 27,Q272,9,Self-contained,Special Education,17-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
3e02a925-7ae5-46fd-92f2-a4170134100a,50230,Pace University,1776,Cohort 27,97K140,6,D75,D75,28-Sep-16,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Effective+,Average
3e16cc1e-988b-406c-8fce-a570012b71a8,50869,Hunter SPED,250,Cohort 27,M104,8,Self-contained,Special Education,17-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
3e78ef3d-2bbf-485c-bd37-a4040004490f,50229,Pace University,935,Cohort 27,X168,6,Self-contained,D75,21-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing,Average
3eaadfc5-dc9b-40d6-8007-a3d000bafd16,50093,Brooklyn College,155,,,9,N/A,,29-Sep-16,Effective,Effective,Developing,Developing+,Developing+,Effective,Developing+,Effective,Effective,Effective,Average
3f3c2044-dada-4499-be86-a50000bbe7c1,50499,Pace University,961,Cohort 27,M403,12,CTT/ICT,Special Education,21-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
3f539fc2-bbec-427d-9565-a3c1007b34b9,50096,Lehman College,2004,Cohort 27,X268,10,N/A,ESL,19-Oct-16,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
3f9fa9ff-da4d-414f-86e3-a435013957bc,50151,Hunter TESOL,2057,Cohort 27,k506,1,N/A,Bilingual,14-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective+,Developing+,Effective,Developing+,Effective+,Above Average
3fbd8542-b41c-4c29-ae31-a52f00e817a7,50642,City College,1822,Cohort 27,Q480,9,N/A,Spanish,19-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
3fde50ef-6c4b-480e-9d18-a3dc00b2e554,50189,Pace University,2067,Cohort 27,X012,9,D75,D75,12-Oct-16,Developing+,Developing,Developing+,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing,Above Average
40bbd4f1-6b0f-4a4a-b7ea-a16c015ae301,50015,City College,1822,Cohort 27,Q328,9,N/A,ESL,14-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
41998ba4-7d1e-437e-8282-a42001267c7c,50208,Hunter SPED,1962,Cohort 27,Q204,7,CTT/ICT,Special Education,27-Sep-16,Developing,Developing,Developing,Developing+,Effective,Effective,Developing,Developing,Developing,Developing+,Below Average
420adca3-4936-4565-a126-a5a500ed19f2,51012,Pace University,1925,Cohort 27,02M500,11,CTT/ICT,Science,18-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Average
4230890e-e1c9-4bc2-bec8-a58b00c57a1c,50989,Brooklyn College,1760,,,7,,,20-Oct-16,Effective,Effective,Effective+,Effective,Effective,Developing+,Effective,Developing+,Effective,Effective+,Above Average
424dffed-481c-43cf-b785-a52800e1caca,50477,Lehman College,2012,Cohort 27,x562,7,N/A,Math,18-Oct-16,Effective,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Developing,Effective,Average
42518cd9-d24c-4aeb-803d-a4dd0163a77e,50423,Lehman College,2010,Cohort 27,X228,7,CTT/ICT,Math,15-Sep-16,Developing+,Developing,Developing,Effective,Effective,Effective,Developing,Developing+,Developing+,Developing+,Average
4260c2f0-6448-4f12-a391-a4e800f0cabb,50436,St. John's University,1889,Cohort 27,X692,11,CTT/ICT,Science,28-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing+,Average
426c9aec-9585-4d26-b900-a5a2015e72c7,51040,Pace University,956,Cohort 27,Q224,4,D75,D75,29-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Effective,Average
42df038c-5579-4c97-8d53-a5a7009b43b9,50881,Pace University,1845,Cohort 27,97K771,5,D75,Special Education,21-Sep-16,Ineffective,Ineffective,Ineffective,Developing,Ineffective,Ineffective,Developing,Ineffective,Developing,Effective,Below Average
42e28fa6-130e-40f0-86da-a538016faf8a,50693,Long Island University,623,Cohort 27,K220,8,Self-contained,D75,18-Oct-16,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing+,Developing,,Developing+,Average
431ce0d0-378c-4fc3-b061-a50d011753cf,50449,Hunter SPED,2036,Cohort 27,05M367,9,SETTS,Special Education,21-Oct-16,Effective,Developing+,Effective,Effective,Effective,Effective,Effective,Developing+,Developing+,Effective,Above Average
4326dfa7-7038-4fc2-a2b9-a5ac00aa13cc,51151,City College,219,Cohort 27,X123,6,,Bilingual,13-Oct-16,Effective,Effective,Effective,Developing+,Effective,Effective,Developing+,Effective,Developing,Developing+,Above Average
4327ab88-3b46-40bc-b2be-a54c004d26b0,51087,City College,219,Cohort 27,X432,9,,ESL,18-Oct-16,Developing+,Effective,Developing+,Developing+,Developing,Developing+,Developing,Effective,Developing+,Developing+,Average
43956f4c-5067-43c3-aad5-a3fc018b55a1,50184,City College,1789,Cohort 27,X168,7,D75,D75,20-Oct-16,Developing,Developing,Developing,,,Developing,Developing,Developing,Developing,Developing,Average
44171990-76c4-469a-915d-a4f9001bc381,50354,Lehman College,1998,Cohort 27,X337,7,CTT/ICT,English,27-Sep-16,Effective,Effective,Developing+,Developing+,Effective,Developing+,Developing,Developing+,Developing,Developing+,Above Average
443a8501-7222-420b-806a-a4870141ec58,50329,Lehman College,1998,Cohort 27,X337,7,CTT/ICT,English,30-Sep-16,Developing+,Developing,Developing+,Effective,Effective,Effective+,Developing,Developing,Developing+,Developing+,Above Average
44665524-9d15-41d9-8d03-a55700483e93,51111,Pace University,949,Cohort 27,97X754,10,D75,D75,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
4509d2ac-bde6-49fc-918c-a45200a12eb8,50295,Long Island University,1937,Cohort 27,X568,10,N/A,Special Education,20-Oct-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
456099a2-1a0a-45bc-aca1-a51500a6d119,50291,City College,1929,Cohort 27,9M126,2,,Bilingual,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
459e92a7-bc92-43bf-aef7-a58601519fdc,51162,Hunter SPED,1800,Cohort 27,09X219,7,Self-contained,Math,26-Oct-16,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Effective,Effective,Developing+,Effective,Average
4638a074-7cc6-442c-8733-a56800cd9933,51091,St. John's University,1801,Cohort 27,K590,9,CTT/ICT,Special Education,28-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
46a6cac3-6231-449d-b3c3-a446008c5078,50294,Brooklyn College,2026,,,10,CTT/ICT,,21-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Effective,Developing+,Effective,Average
48007101-df96-491b-8934-a58600c1a87e,50945,Brooklyn College,219,,,9,,,26-Sep-16,Developing+,Developing,Developing+,Developing+,Effective,Effective,Developing+,Effective,Developing+,Developing+,Above Average
482f1550-1547-4323-9a1a-a436014a2eb4,50319,Hunter SPED,1959,Cohort 27,X128,7,CTT/ICT,Special Education,1-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Above Average
4830fe53-83b1-410a-b87c-a48f00d73bfd,50267,Pace University,2068,Cohort 27,K053,5,D75,D75,28-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Ineffective,Ineffective,Developing,Developing,Average
4865ae94-b3fd-4712-8993-a5a900d5406c,50930,Lehman College,2003,Cohort 27,X229,6,,ESL,29-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Average
487983e6-84af-46b4-9a3f-a54c00aaf441,51105,Pace University,1796,Cohort 27,K227,7,,Science,29-Sep-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
487b5bbd-a4aa-4ac2-8cae-a52b0069a639,50969,Long Island University,2075,Cohort 27,X434,9,Self-contained,Special Education,11-Oct-16,Effective,Effective,Effective,Effective+,Effective+,Effective,Effective+,Effective,Effective+,Effective,Above Average
48a511a5-2162-44c8-9041-a3da0106c2b3,50127,Pace University,949,Cohort 27,97X176,10,D75,D75,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
48cd3c19-7fd9-4b8b-846b-a5120165a871,50453,Brooklyn College,1956,,,6,CTT/ICT,,20-Oct-16,Effective+,Developing+,Effective,Effective+,Effective,Developing+,Effective+,Effective+,Effective,Effective+,Above Average
4939b2c2-1ec8-4afc-8349-a4420105a62b,50253,Long Island University,1704,Cohort 27,K218,8,Self-contained,Special Education,17-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing+,Average
49738ce3-4435-4fc8-bc2d-a5a800c12d01,50927,City College,1803,Cohort 27,X226,1,,Bilingual,19-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
49ba2150-3098-4a96-a4fb-a57d011b3a7c,50903,City College,2063,Cohort 27,09X525,10,,Spanish,18-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Ineffective,Developing,Developing,Developing,Average
49c82f8a-4a61-403e-8c72-a59f00dea972,50853,City College,1834,Cohort 27,12X195 ,3,,Bilingual,27-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Average
49c9f613-96d5-4d07-bec2-a4ae012f020b,50370,Pace University,1726,Cohort 27,M169,1,D75,English,22-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
49ee7986-73a6-46db-a497-a2fa00bee51e,50140,City College,1835,Cohort 27,X246,1,,Bilingual,17-Oct-16,Developing,Developing,Ineffective,Developing,Effective,Effective,Developing,Ineffective,Developing,Ineffective,Below Average
4a3daefa-5a06-4fb4-9710-a4b201713c70,50458,City College,2060,Cohort 27,Q143,5,N/A,ESL,26-Sep-16,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Developing+,Developing+,Developing+,Effective,Average
4ad3bd13-c46c-4d83-b238-a11900ddc895,50042,Hunter TESOL,1943,Cohort 27,The Fairview School,5,N/A,Bilingual,7-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
4ada87f2-e6c4-494a-830d-a58a01010657,50981,Brooklyn College,113,,,11,N/A,,28-Sep-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Effective,Developing+,Developing+,Effective,Above Average
4bc444e9-af7c-4c1d-bcdd-a51a0134411f,50564,Brooklyn College,2026,,,9,CTT/ICT,,21-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
4be179ca-64e4-4168-ae6f-a59000155ea8,51174,St. John's University,1889,Cohort 27,X320,11,CTT/ICT,English,30-Sep-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Effective,Developing+,Developing+,Above Average
4c42f1f0-d28f-49ae-aa71-a29501477432,50086,Brooklyn College,115,,,9,N/A,,28-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Top 10%
4ca59e0d-cf0a-4a11-bbd4-a4f400892d9b,50287,Pace University,1859,Cohort 27,M094,9,D75,D75,22-Sep-16,Effective,Effective,Effective,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Above Average
4ccd35bc-148e-4f55-bc57-a4c500047d07,50278,Brooklyn College,2032,,,11,CTT/ICT,,17-Oct-16,Effective,Effective,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Effective,Above Average
4cec2697-0258-40d6-8155-a54601426dde,51000,City College,2064,Cohort 27,m115,5,N/A,Bilingual,14-Oct-16,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Above Average
4d550ede-7463-46cb-bf3d-a5bc00ec9e1d,51075,Pace University,907,Cohort 27,K140,7,Self-contained,Special Education,27-Sep-16,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing,Developing+,Average
4d741de5-ad08-421b-a8ef-a59b0172d3a2,50852,City College,2061,Cohort 27,x440,9,N/A,ESL,7-Oct-16,Developing,Developing,Developing+,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Above Average
4d7900c1-e5db-4cc9-96c9-a56200ffc645,50862,City College,1856,Cohort 27,X298,6,,Special Education,19-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
4e0faf38-fa25-45bb-975b-a3700037ff1f,50091,City College,1929,Cohort 27,9X126,4,,Bilingual,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
4e254fc8-c1d1-4ffc-8906-a446009df3b3,50255,Lehman College,2006,Cohort 27,M218,8,CTT/ICT,Science,29-Sep-16,Developing,Ineffective,Developing,Developing,Developing,Developing+,Developing,Developing,Ineffective,Ineffective,Average
4e4d7971-0b58-41c3-a490-a3e80143d964,50130,Long Island University,1711,Cohort 27,X363,7,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
4e5cf205-ad0b-4749-82b1-a1e6017435e3,50032,Hunter SPED,1205,Cohort 27,X267,9,CTT/ICT,Special Education,20-Sep-16,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing+,Average
4e9cab61-abc8-4e0b-9ead-a52a00a55a51,50561,Pace University,219,Cohort 27,K502,9,,Science,7-Oct-16,Developing+,Developing+,Developing,Effective,Developing,Developing,Developing,Developing+,Developing+,Developing,Average
4ee22078-07c7-4567-bb43-a44300e984d8,50262,Brooklyn College,142,,,10,,,30-Sep-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Top 10%
4f70a25e-66f7-41a6-bc79-a5b70156da2f,50921,Pace University,1205,Cohort 27,M138,6,D75,Special Education,29-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
4fac9e02-ff65-4937-ba9f-a417009a341a,50174,Pace University,935,Cohort 27,97@721,9,Self-contained,Spanish,22-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
4fe28b9b-e866-41f9-b8f7-a5390126f1e9,50489,Brooklyn College,155,,,10,N/A,,30-Sep-16,Effective,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Above Average
5072dc8b-824d-4929-a33b-a53700b3fb1c,50673,Hunter SPED,1800,Cohort 27,75X012,6,Self-contained,D75,27-Oct-16,Effective+,Effective,Highly Effective,Effective+,Highly Effective,Highly Effective,Effective,Effective+,Effective,Effective+,Above Average
50a569d5-8064-46f6-8ace-a48700b5279b,50300,Hunter SPED,2035,Cohort 27,Q690,9,Self-contained,Special Education,23-Sep-16,Developing+,Developing,Developing+,,,,Developing+,Effective,Developing,Effective,Average
5127a650-5298-492d-960a-a55400db7987,50591,Pace University,1176,Cohort 27,k077,1,D75,D75,5-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing+,Average
51701176-d19a-458f-86ff-a5a7013f1568,51016,City College,2061,Cohort 27,x351,9,CTT/ICT,Special Education,17-Oct-16,Ineffective,Ineffective,Developing,Developing,Developing+,Developing,Ineffective,Developing,Developing,Ineffective,Below Average
51d80249-6973-4b89-b4a2-a58b00f04efe,50984,Lehman College,2012,Cohort 27,x365,9,N/A,Math,17-Oct-16,Effective,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Developing,Developing+,Effective,Average
5202be44-cbb8-4e3e-b990-a596013acc96,51137,Pace University,1776,Cohort 27,97k140,6,Self-contained,Special Education,28-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
5212e3c8-49ff-48fb-9c2d-a47a00cceb95,50307,St. John's University,2070,Cohort 27,Q460,9,Self-contained,Special Education,28-Sep-16,Developing,Developing,Developing,Ineffective,Developing,Developing,Developing,Ineffective,Ineffective,Developing,Average
526c489b-efe8-42da-b789-a53100f1de6e,50687,Long Island University,1705,Cohort 27,Q005,6,CTT/ICT,Special Education,18-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing+,Developing,Developing,Average
52845178-d624-4978-ad00-a4ac00437125,50271,Hunter TESOL,2046,Cohort 27,32K291,8,N/A,ESL,6-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
52936c71-e7ba-4318-8c05-a4380172b6b2,50313,Brooklyn College,2019,,,12,CTT/ICT,,20-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
52e974bd-2ceb-4984-9651-a55101870738,51004,St. John's University,250,Cohort 27,M291,7,CTT/ICT,Math,26-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Top 10%
53c75c46-f8f2-4456-94a0-a42e00ceccb7,50167,St. John's University,1842,Cohort 27,13k605,10,CTT/ICT,English,23-Sep-16,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
5479cd64-8207-4573-bb0d-a4520167fbc1,50233,City College,1929,Cohort 27,6M178,3,CTT/ICT,Bilingual,11-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
55befe22-3ed4-45a0-873a-a56301571ae3,51090,Hunter SPED,1935,Cohort 27,27Q314,10,CTT/ICT,Special Education,7-Oct-16,Effective,Effective,Effective,Effective+,Effective,,Developing+,Effective,Developing,Highly Effective,Average
56163267-b1ad-46b6-b96b-a39200f40d8c,50144,City College,1834,Cohort 27,12X057 ,3,,Bilingual,21-Oct-16,Ineffective,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Bottom 10%
562a7883-5a9b-4156-b529-a4d601650514,50282,Lehman College,1998,Cohort 27,X298,6,N/A,English,14-Oct-16,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Developing,Developing+,Effective,Developing+,Above Average
573158e3-dcc7-40ff-972c-a553011a757d,50589,City College,1834,Cohort 27,12X458,1,,ESL,7-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Average
574724c7-03a6-4bfe-a602-a4f9014b4697,50623,Long Island University,1759,Cohort 27,Q240,11,Self-contained,Special Education,6-Oct-16,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Developing,Developing,Developing+,Developing+,Average
5752b028-2521-4426-8c9d-a50501561605,50344,Long Island University,1759,Cohort 27,Q445,9,Self-contained,Special Education,7-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
57653036-86cc-4491-8f24-a31e00c8d9f6,50157,City College,1929,Cohort 27,6M322,8,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
5771ace7-133f-406d-8dc8-a50e01041034,50414,Pace University,949,Cohort 27,97X754,10,D75,D75,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
57b4b8d1-474f-4254-b46c-a4e300c038e3,50435,Long Island University,1937,Cohort 27,K673,9,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing+,Effective,Effective,Developing+,Developing,Developing+,Developing+,Developing+,Average
58179487-fae0-4126-a131-a528013b8fbe,50557,Pace University,958,Cohort 27,Q301,10,,Science,28-Sep-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Effective,Effective,Developing+,Developing+,Average
582d6a43-4d41-4d8d-b870-a58d00a35676,51170,Long Island University,1708,Cohort 27,MS Q358,6,Self-contained,Special Education,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
5869ff96-1bb9-4270-94ab-a55b0008b43c,51047,Pace University,935,Cohort 27,X012,6,Self-contained,D75,27-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
58d111cd-c3cf-460b-8735-a23900fb7f0c,50070,Long Island University,1785,Cohort 27,M328,7,CTT/ICT,Special Education,13-Oct-16,Effective,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,,Developing+,Above Average
