TT2ID,c27id,uni,FC_ID,Cohort,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom4a,oct_rel_effect
8447cd4b-c1a5-4940-b1ce-a5b3012b02e5,51156,Hunter TESOL,1908,Cohort 27,M349,6,,ESL,22-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Average
84df8183-b318-4bf4-868f-a530012366a8,50975,Long Island University,2074,Cohort 27,K392,6,CTT/ICT,Special Education,5-Oct-16,Developing,Developing,Developing,Developing+,Effective,Effective,Developing,Developing,Developing+,Developing,Below Average
850bbc70-09bb-4691-8c3f-a41f005cbd41,50150,Pace University,913,Cohort 27,Q480,9,CTT/ICT,Math,27-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
8517960d-cb9b-4bca-a99b-a5530012e4f8,50799,Brooklyn College,2020,,,10,CTT/ICT,,18-Oct-16,Developing,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Average
854abead-a84e-4cd8-af0d-a5410159be36,50572,City College,2062,Cohort 27,K442,7,N/A,Spanish,24-Oct-16,Effective,Effective,Effective,Effective+,Effective,Effective,Effective,Effective+,Effective,Effective,Average
85775072-82a9-41ae-b689-a5b7009ce47a,50966,City College,1825,Cohort 27,M372,6,,ESL,17-Oct-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
85b29ef4-1c3d-4a99-aba3-a57200b58803,50899,Lehman College,2000,Cohort 27,X241,7,N/A,ESL,13-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Above Average
85bc2cd6-b2b6-4de1-b313-a4250186b665,50257,Hunter SPED,410,Cohort 27,03M299,9,CTT/ICT,Special Education,27-Sep-16,Developing+,Effective,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Effective+,Above Average
86c3d0a5-d42c-4d09-93d4-a51100dd6752,50416,Hunter SPED,408,Cohort 27,M418,9,CTT/ICT,Special Education,29-Sep-16,Developing+,Developing+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Above Average
86d8c9a6-68ac-4df8-911c-a5330169892d,50810,Lehman College,2001,Cohort 27,M369,11,N/A,ESL,30-Sep-16,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Effective,Above Average
872a2660-6b24-40b0-9a24-a5720110a284,51143,Pace University,1925,Cohort 27,02M427,9,N/A,Spanish,18-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Above Average
87561c55-d189-449a-87fb-a59200d7686e,50950,Long Island University,1919,Cohort 27,o6M346,9,Self-contained,Special Education,17-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
87568ffa-44a3-4059-b238-a59900d81d6a,50848,Pace University,935,Cohort 27,K97@K396,3,Self-contained,D75,5-Oct-16,Developing+,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing+,Developing,Developing+,Average
878850fd-db2e-4009-a3ac-a4ad00d3ee63,50240,Hunter SPED,2077,Cohort 27,02M260,9,CTT/ICT,Special Education,19-Oct-16,,,Effective+,Effective,Highly Effective,Effective+,Effective,Effective+,Developing+,Effective+,Average
87b6f001-b32a-4b2b-bc6e-a3d200f89135,50099,Long Island University,1706,Cohort 27,X306,11,CTT/ICT,Special Education,19-Oct-16,Developing+,Developing+,,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Average
885cdeea-ecfc-4cf7-a4cb-a28b01119b06,50046,Pace University,1809,Cohort 27,x374,9,CTT/ICT,Science,29-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
887b6128-01a2-416f-a1cc-a55d014ab022,51048,City College,219,Cohort 27,X432,10,,ESL,14-Oct-16,Developing+,Effective,Developing,Developing,Developing+,Developing,Ineffective,Developing,Developing,Developing,Below Average
88d45167-601c-4631-a4a9-a14f00852bff,50029,St. John's University,1983,Cohort 27,Q230,7,N/A,Special Education,5-Oct-16,Effective,Developing,Developing+,Effective,Effective,Effective+,Developing+,Developing+,Developing,Effective,Average
88f41540-e368-4a90-9841-a59800b88f21,50829,City College,219,Cohort 27,X448,6,,Bilingual,14-Oct-16,Developing+,Ineffective,Developing,Effective,Effective,Effective,Effective,Developing+,Developing+,Developing+,Above Average
891a70bf-bb15-463e-85fc-a545014a62d4,50736,Hunter SPED,410,Cohort 27,03M402,10,CTT/ICT,Special Education,28-Sep-16,Effective,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Above Average
898e3ace-f738-49ef-a0c8-a51d0121c7fd,50471,Brooklyn College,1790,,,9,CTT/ICT,,18-Oct-16,Effective,Effective,Highly Effective,Effective+,Effective+,Effective+,Effective+,Effective+,Effective,Effective+,Above Average
8a418488-051b-4366-bd7c-a593011795d2,51020,Lehman College,2007,Cohort 27,Q073,11,,Science,4-Oct-16,Highly Effective,Effective,Effective+,Effective+,Effective+,Effective+,Effective,Effective,Effective+,Effective+,Above Average
8a9f9569-9b69-4ebe-b39d-a5a600a464f2,50856,Hunter SPED,1940,Cohort 27,168X,3,D75,D75,17-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Effective,Effective,Average
8b23d0aa-c6eb-4b60-a612-a5c3009855cb,50934,City College,1782,Cohort 27,M145,1,Self-contained,ESL,21-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Highly Effective,Average
8b49e394-c6ce-49c4-b376-a4980158a236,50238,St. John's University,1717,Cohort 27,24Q061,7,Self-contained,D75,13-Oct-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
8b4a011c-a1c7-4a7f-9220-a2b6015e6e08,50047,Brooklyn College,1804,,,8,,,25-Oct-16,Effective,Effective,Developing+,Effective,Effective,Effective+,Developing+,Effective,Developing+,Effective,Above Average
8b698283-dead-4691-92ea-a41a014dd2f5,50206,St. John's University,1949,Cohort 27,30Q286,7,,Math,26-Sep-16,Developing+,Developing,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Below Average
8bb485bc-bdc5-433b-90ca-a50a016f4866,50410,Long Island University,1808,Cohort 27,K559,10,Self-contained,Special Education,13-Oct-16,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Below Average
8bc3656b-78fb-40da-8f8f-a51600979d95,50356,Pace University,1925,Cohort 27,07X500,7,CTT/ICT,Science,14-Oct-16,Developing+,Developing+,Effective,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Average
8bc6b1d6-97e1-416a-a66e-a4890125ebc5,50456,Pace University,1796,Cohort 27,K 811,9,Self-contained,Special Education,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
8c264bf2-35a1-4d71-96bc-a58200f1a996,50725,St. John's University,1848,Cohort 27,25Q285,10,N/A,Math,22-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
8c2c9a5f-13c5-4f30-8ba4-a50f01365344,50505,Long Island University,622,Cohort 27,M514,6,Self-contained,Special Education,14-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing,Developing+,Developing+,Developing+,Average
8c8d266a-2f74-4044-beff-a59b00cd8942,50924,City College,2063,Cohort 27,09x365,11,,Spanish,30-Sep-16,Developing,Ineffective,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Above Average
8cdf69fb-dca7-4310-aa8f-a55401740f04,51008,Hunter SPED,2041,Cohort 27,X427,10,CTT/ICT,Special Education,21-Sep-16,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Average
8d032af3-3a69-4c12-8e73-a58600ba38f6,50961,St. John's University,1953,Cohort 27,M432,10,CTT/ICT,Special Education,5-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing,Average
8d16ec52-e897-4574-9f95-a3fe0117a15f,50164,Lehman College,1998,Cohort 27,Q125,7,N/A,English,28-Sep-16,Effective,Developing+,Effective,Effective,Effective,Effective+,Developing+,Developing+,Developing+,Developing+,Above Average
8d65d4fc-7645-463b-8cc7-a59b01305b33,51139,Hunter SPED,2039,Cohort 27,x532,7,CTT/ICT,Special Education,11-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing,Developing+,Average
8ed0a1f1-665a-4887-b6db-a524010bc005,50555,Hunter TESOL,1909,Cohort 27,x267,6,CTT/ICT,ESL,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Effective,Average
8eed6e3a-2051-4fd2-96ce-a4ff00ba47ca,50445,City College,1822,Cohort 27,Q145,7,CTT/ICT,ESL,18-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
8f4a06ed-5b57-45b0-8592-a347017fa47e,50089,City College,1824,Cohort 27,X549,10,CTT/ICT,ESL,18-Oct-16,Developing,Ineffective,Ineffective,Ineffective,Developing,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Below Average
9011feee-9680-4292-976a-a59100f06cef,50766,Long Island University,1808,Cohort 27,K525,9,CTT/ICT,Special Education,14-Oct-16,Effective+,Effective,Effective,Effective,Effective+,Effective+,Effective,Effective,Effective,Effective,Average
90b95ec2-bb87-40db-886b-a24600eda1ad,50071,St. John's University,1712,Cohort 27,K540,9,N/A,Special Education,20-Oct-16,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Above Average
90bef960-79ec-4d85-a90f-a5b001405d34,50932,Lehman College,1998,Cohort 27,X244,7,N/A,English,28-Oct-16,Developing,Developing,Developing,Developing+,Effective,Effective,Developing,Developing,Developing,Effective,Average
91776acb-58b8-4e00-9958-a56300edaf5c,51089,Brooklyn College,2027,,,10,CTT/ICT,,6-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
9202baed-a957-4eef-a93d-a5150152f44a,50495,City College,1929,Cohort 27,6M366,2,,Bilingual,11-Oct-16,Developing,Developing,Developing,Effective,Developing+,Effective,Developing,Developing,Developing,Developing,Average
926e76bc-3baf-40f5-91ca-a0de00dc566b,50011,St. John's University,1717,Cohort 27,30Q445,10,CTT/ICT,Special Education,29-Sep-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
927c4e7e-5ab2-4079-b059-a58000d23c72,51097,Long Island University,1808,Cohort 27,K228,7,CTT/ICT,Special Education,17-Oct-16,Effective,Effective,Effective,Developing+,Developing+,Effective+,Effective,Effective,Effective,Effective,Below Average
92993652-9d81-49d1-8ae9-a52900b401df,50679,Hunter SPED,1940,Cohort 27,138M,K,D75,D75,11-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Average
92de93ce-4c08-4357-8798-a54400e10b39,50735,Lehman College,512,Cohort 27,X405,9,,Science,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
92e0b216-032b-47fa-a039-a5b600c0ecbd,51193,Long Island University,1785,Cohort 27,M206,7,CTT/ICT,Special Education,14-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,,,Average
930871ad-10d5-42d1-b197-a5610051cf46,50595,Hunter SPED,2036,Cohort 27,05M369,9,SETTS,Special Education,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Developing,,Average
932ddb0d-1b9d-43b6-8bd8-a49d015c14eb,50222,City College,1835,Cohort 27,X243,7,CTT/ICT,Special Education,11-Oct-16,Effective,Developing+,Effective,Effective,Effective,Effective+,Developing+,Effective,Developing+,Developing+,Top 10%
93a3ffa8-ec5d-4141-8ec8-a44100a5559a,50210,Long Island University,2073,Cohort 27,Q226,6,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
93ee9685-b804-452c-8f95-a3e60121df5a,50101,Long Island University,1759,Cohort 27,Q460,8,Self-contained,Special Education,13-Oct-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Below Average
942b1150-7c49-4ef0-9906-a57001011636,50714,Long Island University,623,Cohort 27,K667,9,CTT/ICT,Special Education,17-Oct-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,,Developing,Average
94dc821c-3b55-481d-b331-a0e9015b5a9f,50035,St. John's University,1820,Cohort 27,Q226,7,Self-contained,Math,21-Sep-16,Ineffective,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Developing,Average
9534d261-b6f4-4dd6-84e7-a49500d7e926,50237,Long Island University,1759,Cohort 27,Q204,7,CTT/ICT,Special Education,5-Oct-16,Effective,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing,Developing+,Average
95b839ef-845d-4685-938a-a291008b96fc,50057,Long Island University,1704,Cohort 27,K211,8,CTT/ICT,Special Education,24-Oct-16,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Average
95e852ea-26f2-4185-b9a8-a34c00b07997,50160,Pace University,935,Cohort 27,K19@K007,4,CTT/ICT,Special Education,7-Oct-16,Developing,Ineffective,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
9688d239-dfd3-49e5-9201-a51200d7b018,50752,St. John's University,1814,Cohort 27,X318,6,N/A,Math,30-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Average
96c8d5a8-a3e0-4eb4-a13b-a4f2016c8647,50388,St. John's University,250,Cohort 27,M533,11,CTT/ICT,Special Education,28-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Above Average
973c58c6-0b72-4bd8-89b3-a49d00f01f9d,50334,Brooklyn College,155,,,8,CTT/ICT,,21-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Average
9788f15d-5bfc-4551-b373-a53e00ecb996,51034,Lehman College,2012,Cohort 27,x529,7,CTT/ICT,Math,30-Sep-16,Effective,Effective,Effective,Developing+,Effective+,Effective,Developing,Developing,Developing+,Effective,Average
97d66dc5-d89d-4931-aa21-a57d014e1a4c,50904,Brooklyn College,2020,,,10,CTT/ICT,,18-Oct-16,Developing,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Developing,Developing+,Average
9886d1f8-d2a1-4c80-b6ab-a58f00a099ea,50763,City College,1802,Cohort 27,M369,10,,Spanish,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
989997e5-cd2f-4974-95d2-a4900125fb7f,50367,City College,2065,Cohort 27,M435,9,CTT/ICT,Special Education,7-Oct-16,Ineffective,Developing,Ineffective,Developing,Developing,Developing+,Ineffective,Developing,Developing,Ineffective,Average
9903b5f1-2833-4a18-ba4f-a59500ec739d,50846,Hunter SPED,1935,Cohort 27,75Q277,K,D75,Special Education,11-Oct-16,Effective,Effective,Effective,Effective+,Highly Effective,,Developing+,Effective,Developing+,Highly Effective,Average
9958e72f-3f28-4566-9f59-a37f014b1155,50109,Hunter TESOL,1745,Cohort 27,Bronx HS for Business,9,N/A,ESL,22-Sep-16,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Average
99c36406-74bd-485a-8e30-a43e0148dcac,50260,Lehman College,2004,Cohort 27,12X242,6,N/A,ESL,30-Sep-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Average
99c5ca0d-462a-449e-a4c5-a52a017bbb4c,50545,Lehman College,1999,Cohort 27,x468,8,,English,28-Sep-16,Developing+,Developing,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing,Effective,Above Average
99ffd03d-310f-45c8-b948-a17000be2d5d,50030,Lehman College,2006,Cohort 27,X080,7,N/A,Science,21-Sep-16,Developing,Developing,Developing,Effective,Developing+,Effective,Developing,Developing+,Developing+,Developing+,Above Average
9a26ba46-fa13-4df4-9be5-a50900ae2745,50492,Long Island University,1831,Cohort 27,X101,8,CTT/ICT,Special Education,20-Oct-16,Effective,Developing+,Effective,Effective,Effective+,Effective,Developing+,Effective,Developing+,Effective,Above Average
9aed53c6-346d-446c-a0da-a489015bf1e0,50374,Long Island University,1759,Cohort 27,Q281,8,Self-contained,Special Education,14-Oct-16,Developing+,Developing+,Effective,Effective,Effective+,Developing+,Developing+,Effective,Developing+,Effective,Average
9b472fd4-c47b-4489-80b7-a54800987591,50738,Brooklyn College,181,,,5,,,30-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Effective,Average
9c5b4486-b3b5-4f64-b36c-a46d00bd3363,50317,St. John's University,1781,Cohort 27,Q258,10,N/A,Special Education,23-Sep-16,Effective,Developing+,Developing+,Developing+,Effective,Effective,Developing,Developing+,Developing,Developing+,Average
9c6698ba-5b34-4e87-8f18-a561016e50f8,51127,Long Island University,2075,Cohort 27,X372,9,Self-contained,Special Education,13-Oct-16,Developing+,Developing,Developing,Developing+,Effective,Effective,Developing,Developing,Developing,Developing+,Average
9d0d2d65-0fac-475f-983a-a4c200ac43e0,50336,Long Island University,2071,Cohort 27,M450,10,CTT/ICT,Special Education,14-Oct-16,Developing+,Developing,Developing,Developing+,Effective,Effective,Developing,Developing,Developing,Effective,Average
9daf785d-b596-42da-9b18-a542010fdc9b,50896,City College,1788,Cohort 27,18/K/637,9,,ESL,19-Oct-16,Developing,Developing,Developing,Developing,Developing,Effective,Developing,Developing,Developing,Developing+,Average
9e180811-40a7-47ac-a29f-a417010e6c07,50125,St. John's University,1807,Cohort 27,Q238,7,N/A,Math,22-Sep-16,Effective,Effective+,Effective+,Effective+,Effective+,Effective,Effective+,Effective+,Effective+,Highly Effective,Above Average
9e3646ac-58c6-4e9e-8480-a53e00d556a7,50892,City College,1788,Cohort 27,20/K/505,10,,ESL,29-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Average
9e44e3d9-51f8-46e2-a2e2-a2ed0134b62d,50155,Hunter SPED,2041,Cohort 27,X299,9,Self-contained,Special Education,22-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
9e450e9e-2164-4b15-aa8e-a59a007b892e,50849,Pace University,935,Cohort 27,97@168,1,D75,D75,21-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
9e79dcb8-5fd1-4f08-9399-a51d00b22efb,50362,St. John's University,2070,Cohort 27,Q460,9,Self-contained,Social Studies,28-Sep-16,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Developing,Developing,Developing,Ineffective,Developing,Bottom 10%
9ea01d5e-f6df-4755-862b-a54e01149108,50576,Long Island University,1904,Cohort 27,02M372,8,CTT/ICT,Special Education,7-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing,Average
9ea13d58-2b18-4b67-a4cd-a56200c03764,51052,Hunter SPED,467,Cohort 27,04M375,2,CTT/ICT,Special Education,10-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
9eccf21b-7873-4463-b9ad-a3fe015091b1,50165,Pace University,907,Cohort 27,K140,8,D75,Special Education,25-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Developing,Developing+,Above Average
9ed716d7-e0d1-4437-9d30-a5c6015635ab,51077,City College,2063,Cohort 27,08x558,10,,Spanish,23-Sep-16,Developing,Ineffective,Ineffective,Developing,Developing,Developing,Ineffective,Ineffective,Developing,Developing,Average
9edcf8ba-0395-4e86-ba74-a5830113e2c1,50941,Brooklyn College,112,,,7,,,11-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective+,Developing+,Effective,Effective,Effective+,Above Average
9eebbdc0-96b8-4a5e-8380-a536013e1658,50551,St. John's University,1949,Cohort 27,30Q286,8,,English,26-Sep-16,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Below Average
9f1cdbf2-fdc0-4e36-8fc7-a4c001421435,50276,Hunter SPED,1800,Cohort 27,08X269,9,CTT/ICT,English,25-Oct-16,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing+,Below Average
9f58b520-ac95-461d-86a7-a59a0090a1b4,51138,Lehman College,2010,Cohort 27,X243,9,N/A,Math,29-Sep-16,Developing+,Ineffective,Ineffective,Developing+,Effective,Effective,Developing,Developing,Developing+,Ineffective,Average
9f8b9ee5-8893-447c-a931-a48700cd9389,50328,Lehman College,2003,Cohort 27,X391,6,,ESL,30-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing+,Above Average
9f9e6cbb-079c-46eb-9b4e-a55200e6fc71,50604,Hunter TESOL,1986,Cohort 27,K122,11,Self-contained,ESL,16-Sep-16,Effective+,Highly Effective,Effective+,Effective+,,Highly Effective,Effective+,Highly Effective,Effective,Effective,Above Average
9fcd50bc-e69e-4233-a6ec-a51600ae2e5e,50398,Long Island University,1937,Cohort 27,M400,10,CTT/ICT,Special Education,18-Oct-16,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing+,Average
a00968d6-0b91-4e5f-9580-a530015f4e6e,50549,Pace University,953,Cohort 27,K53@562,9,Self-contained,D75,21-Sep-16,Effective,Developing+,Effective,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
a05182a9-2360-4d69-b85f-a5a6016f923f,50858,Pace University,958,Cohort 27,K373,10,D75,D75,6-Oct-16,Developing+,Developing,Developing+,Developing+,Effective,Effective,Effective,Effective,Developing,Developing+,Average
a0720bca-807e-41a3-9eff-a54400e39f57,50742,City College,1835,Cohort 27,X246,5,,Bilingual,13-Oct-16,Developing+,Developing+,Developing+,Developing,Developing+,Effective,Developing,Developing,Developing,Developing+,Average
a110f55a-479e-40ed-a228-a511014f0564,50452,Brooklyn College,120,,,9,CTT/ICT,,20-Oct-16,Developing+,Developing+,Developing+,Developing,Effective,Effective,Developing,Developing,Ineffective,Effective,Below Average
a1524fc8-3bc8-422a-9e41-a43b018a852f,50248,St. John's University,205,Cohort 27,x562,8,,Math,28-Sep-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
a1756fb1-d161-4f21-879a-a57b00dce767,50938,City College,2060,Cohort 27,Q143,5,Self-contained,ESL,26-Sep-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing,Developing+,Developing+,Below Average
a1fc952b-b8f6-4f96-9c21-a58401412ac0,50877,City College,1825,Cohort 27,M500,9,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Developing,Developing,Effective,Average
a285a2fe-0b29-4670-bd6f-a277010481ac,50024,Pace University,935,Cohort 27,K97@K396,9,Self-contained,D75,7-Oct-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing,Developing+,Developing,Developing,Average
a4529c82-9ebf-4bb0-a381-a52e001658c3,50970,City College,1788,Cohort 27,19/K/662,7,,ESL,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
a45463ae-666b-4877-978a-a58600c1de9f,50789,Pace University,1956,Cohort 27,X811,7,Self-contained,D75,5-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Above Average
a4896b9d-4d18-49c3-a993-a49600dba61c,50268,Brooklyn College,1846,,,6,N/A,,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Developing,Developing,Average
a4eb1d84-b0c0-4072-b359-a53a017ba666,50676,City College,1803,Cohort 27,x382,3,,ESL,19-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
a4f6102a-b690-4d65-b5a0-a594009601d7,50828,St. John's University,1983,Cohort 27,Q189,7,CTT/ICT,Special Education,17-Oct-16,Effective,Developing,Developing,Developing+,Developing+,Developing+,Effective,Developing,Developing,Effective,Below Average
a59e72ab-4652-4afb-9cb7-a51c01602def,50565,St. John's University,1781,Cohort 27,Q204,8,Self-contained,Special Education,26-Sep-16,Effective,Effective,Effective,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Average
a683abdb-ad71-407e-ba00-a4e200e69048,50347,Lehman College,2010,Cohort 27,X438,10,N/A,Math,21-Sep-16,Developing+,Ineffective,Ineffective,Developing+,Developing+,Effective,Ineffective,Ineffective,Developing,Ineffective,Average
a6bbcb66-a440-4684-8c6b-a13d00c4192b,50028,City College,2064,Cohort 27,m048,5,N/A,Bilingual,30-Sep-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
a74286d3-105a-4e2c-8129-a4a00133f217,50269,Long Island University,1707,Cohort 27,M376,10,CTT/ICT,Special Education,21-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Developing,Developing+,Developing,Effective,Average
a77d0f62-49c7-4fca-b3cd-a561013dc2ff,51050,Lehman College,2012,Cohort 27,x341,7,N/A,Math,7-Oct-16,Effective,Effective,Developing+,Ineffective,Developing,Developing+,Ineffective,Ineffective,Developing+,Developing+,Average
a8466e5e-8c19-4d72-b887-a58a01618c4c,50983,Pace University,1906,Cohort 27,28Q328,11,N/A,Science,5-Oct-16,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing,Developing+,Developing,Developing,Average
a8471ca0-2181-4322-8aa9-a46b00a359f0,50217,Hunter SPED,2035,Cohort 27,Q400,12,CTT/ICT,Special Education,7-Oct-16,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Average
a8b2200f-0963-406b-8d52-a23500bc8dd9,50039,Pace University,1853,Cohort 27,K753,10,D75,Special Education,20-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
a8d3dd83-4e0a-4728-9a8e-a5240000351e,50476,Hunter SPED,2041,Cohort 27,Q93,7,CTT/ICT,Special Education,23-Sep-16,Effective,Effective,Developing+,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Above Average
a8ec8a3e-abb4-4a8c-994e-a3df005bce5c,50196,City College,1942,Cohort 27,x080,7,,ESL,14-Oct-16,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Above Average
a8f84c32-932d-4510-b450-a3ff0097ce18,50121,City College,1835,Cohort 27,X254,7,CTT/ICT,Special Education,7-Oct-16,,,,Developing,Developing+,Effective,,Developing,Developing,Developing+,Bottom 10%
a9268670-5e2c-498b-9e6c-a4c50010f25f,50420,City College,219,Cohort 27,X123,6,,Bilingual,13-Oct-16,Effective,Effective,Developing,Developing+,Effective,Effective,Developing+,Effective,Developing+,Developing+,Above Average
