School Code,APP USER ID,Six- Digit ID
19K292,75b69c6d-c80f-44f3-a92f-a5c2008d6c4a,51314
28Q358,b9550676-6e69-4eed-b140-a5830031b8ee,51315
05M148,d011318b-68f4-468f-be51-a24101028cdb,51248
12X372,caf0ce8d-4c4b-4556-940c-a5a901022834,51249
31R030,4351c913-2324-4e9d-813d-a434016538b4,51252
10X054,3cb45329-188f-4070-94af-a4a6011058e3,51321
97K141,9e567221-bfa4-450c-a47e-a5ea017e8325,51212
16K681,2e4ec7a9-3a84-442e-b701-a5ef00aab1c3,51254
11X127,7b6afd9c-2e3a-4116-b799-a4a4013aa29c,51255
97X176,2a4ef03a-3a1c-44c2-b0b2-a5ca0184d38e,51214
04M096,cf1243b1-2473-4de5-8a21-a41b009a6f91,51324
10X390,d04b05a9-2bc4-4273-80ff-a1ea0071d448,51325
28Q072,0d0c0448-09bc-403a-a0c7-a3a8013af0d7,51219
03M245,e30ca972-7aa7-4f05-9b1e-a58400d69569,51285
25Q237,44693e06-1633-4edb-8865-a5ae0022295d,51328
12X372,2b5fac26-3f7f-4362-8e7f-a44d01492a8b,51256
02M520,9dc99b9f-aac8-4837-ac7a-a60a01227504,51223
16K688,d171727d-6df8-4e48-826f-a5b600dd0188,51224
19K557,cd6386ea-a211-4fc0-8ff8-a5b400ded1c4,51331
97K373,ab47c7a1-7b28-42d2-af9f-a5fb01069469,51226
05M362,aad0d7a4-aacc-4cf4-b81b-a59e009b53da,51292
24Q485,676a67b6-c629-477b-af21-a524012fdb76,51293
15K088,6b56a202-d49b-4bf0-a4cb-a5e6012c088d,51258
13K054,cdc2a1c6-d44c-4744-a615-a5a600c7e7da,51333
02M489,00bdac17-a61d-4e81-9766-a4a700b84994,51259
09X241,5e78616c-bfca-45a6-8b23-a60400e0c752,51261
04M096,cd27e3d5-a45b-46f4-ad9a-a5ae01870db9,51334
97X754,7d5852b5-6452-481d-8c93-a2cf0135d931,51228
