TT2ID,C27id
01854f60-38e1-48a0-bc20-a48900c83407,50309
c59eeb1f-2b19-47e1-a9c5-a42700b50306,50310
18d6c3a3-cb14-4381-af8d-a42f00e86b2a,50311
25c3861b-8e80-4fe0-a16c-a43701753817,50312
52936c71-e7ba-4318-8c05-a4380172b6b2,50313
de03dc76-45af-4fab-99b6-a44500c26976,50314
2ea2c6d9-777a-4f9c-b543-a46500df43df,50315
369de5a1-efba-43d8-bead-a46c001912d6,50316
9c5b4486-b3b5-4f64-b36c-a46d00bd3363,50317
f94c02a6-01f2-4520-ba11-a46d00f8c3bc,50318
482f1550-1547-4323-9a1a-a436014a2eb4,50319
bb2788c2-dd99-4f8b-820e-a464013c51e3,50320
ca90be4d-1f4b-41e6-80e6-a46700e941f4,50321
3b203e1c-8209-402d-b52e-a46a01555772,50322
72486e21-8b96-41ef-bde9-a46d01269241,50323
31c28d71-83cd-440b-8492-a47400abb768,50324
af38f5e6-b153-4634-a0ea-a48700be3c88,50325
37c65367-b2ff-4270-98b9-a48701829b7b,50326
390516a9-a2fe-45ee-b6cb-a48a00ddb601,50327
9f8b9ee5-8893-447c-a931-a48700cd9389,50328
443a8501-7222-420b-806a-a4870141ec58,50329
8a3d6704-a055-44e2-8bce-a48a00e9dfdb,50330
f24986c3-cee4-4def-aca7-a48f01077d85,50331
cda4449f-6960-47bb-8d4e-a491010e95ec,50332
199346d3-fabe-43f0-a708-a49c0107fff7,50333
973c58c6-0b72-4bd8-89b3-a49d00f01f9d,50334
9bf88a5b-41c4-4a74-bdb7-a4a5003c2d17,50335
9d0d2d65-0fac-475f-983a-a4c200ac43e0,50336
0579be9b-7732-4b0a-9bac-a4ca0117368f,50337
64cdb212-cbd0-433f-b4bb-a4ce012afeed,50338
b48e88b0-b486-4cad-8025-a4ed00a00a26,50339
13eeb8d5-0d68-4459-8304-a4ef00f18af9,50340
321e385d-8f56-43c6-a51e-a4ef011f1bf4,50341
120e9ccc-ead7-4bde-8d85-a4ef016460ba,50342
c47c18b4-f32a-44da-aeb9-a50500b14bd8,50343
5752b028-2521-4426-8c9d-a50501561605,50344
c7bfa996-14b2-4709-a66b-a50600cbf30d,50345
b0106a30-6f36-4f99-ab3b-a50d011ba526,50346
a683abdb-ad71-407e-ba00-a4e200e69048,50347
04f1d315-4cd9-4115-8893-a4ea00a5092a,50348
b41ec92f-b3ac-43a0-8df9-a4eb00b9ffe3,50349
b52e4970-8ee7-44d6-94ba-a4ec0002f8cf,50350
2aa8e52c-8ffb-4a55-936c-a4f200973cf3,50351
59a041ef-340e-482a-838d-a4f40069a622,50352
0c1a2908-a803-4adf-b7fb-a4f7000beead,50353
44171990-76c4-469a-915d-a4f9001bc381,50354
c322b74f-526b-4483-92ad-a50000dc0bef,50355
8bc3656b-78fb-40da-8f8f-a51600979d95,50356
6110c144-53b3-43a8-9f64-a51801609384,50357
2831b5a5-9a80-40dd-af6e-a51900f9318b,50358
58320475-ac65-4544-b532-a51b009a4ebe,50359
e50b1b3d-51d8-42cc-9ce2-a51b00bcaf74,50360
3534571e-5908-420b-9959-a51c00b122c1,50361
9e79dcb8-5fd1-4f08-9399-a51d00b22efb,50362
c4ded267-c96b-45ff-8c13-a523014955c7,50363
1951659b-6868-4833-b176-a5240100d92a,50364
797beca7-47cd-403e-8940-a48b00a1774d,50365
7524adee-3beb-47c6-a16f-a4900069b1f0,50366
989997e5-cd2f-4974-95d2-a4900125fb7f,50367
3a51c663-272c-4908-9139-a49d00b14b1c,50368
aa7ee291-7231-4b01-bf7a-a49f008c047a,50369
49c9f613-96d5-4d07-bec2-a4ae012f020b,50370
f3547a91-c123-440b-818d-a4b40095ebe9,50371
a92ed0ea-324a-4514-9dcf-a4b7008d4a03,50372
c4f74b1e-87ec-417d-8416-a4b800dba9d2,50373
9aed53c6-346d-446c-a0da-a489015bf1e0,50374
c4dd3529-831b-4014-8599-a48f00f4d99b,50375
fdc26bb6-00ab-4600-9500-a49a011c4743,50376
2a46b47c-3f8c-4f0b-8005-a49f00a7aa13,50377
5e992cbb-0a8d-43e4-9a71-a4ac00e2a412,50378
a24e5172-8265-4df8-b088-a4bf00ffd05e,50379
f9ffecb8-e978-437d-bf41-a4c00110a783,50380
1a16c3c0-77e9-43a5-ad3a-a4cc01249b75,50381
092ad3b3-e843-4282-b598-a4d600b19315,50382
12b1c457-6346-417e-ba3e-a4d800f7e862,50383
c8fc082f-19e0-4be6-bd10-a4d900c53db0,50384
e2331e86-fbfb-4674-a765-a4de0115c4c4,50385
0590b889-4ec8-476d-9ae2-a4e301799c39,50386
36a9bb89-25ee-4979-b943-a4e900932930,50387
96c8d5a8-a3e0-4eb4-a13b-a4f2016c8647,50388
0ea47dd1-85e5-4bd5-89ad-a4f700c67450,50389
f3c268be-562f-4ab8-bb6e-a4fa00f559a0,50390
255215ec-a682-4eb0-bc79-a4fb00d612ca,50391
5c00ff7c-98da-4173-988f-a50e0157e955,50392
2f13ecdb-0c6c-4121-936c-a50f0136284d,50393
da99826e-0f70-4f6a-b6a7-a50f013b2fd2,50394
e1a372b7-830e-433b-b064-a5100170062d,50395
1c33d9e3-b69c-45b5-a3d7-a5140145baf7,50396
93615437-6890-47b1-bcb5-a514015be8d4,50397
9fcd50bc-e69e-4233-a6ec-a51600ae2e5e,50398
0018fc3f-b2a8-4057-8dbe-a51900eb161e,50399
ff57900a-3fbd-4143-92ef-a51b0161b309,50400
290f7dba-548d-4a95-847e-a52500ff63ac,50401
9557e674-034d-4b8c-9c08-a52800c13f76,50402
1e36dfcb-1264-46c2-b42f-a52900d2a785,50403
af439aec-ff1d-4f2f-8152-a52900d7bd63,50404
3121fcfd-4bdf-4c3a-b522-a529010e2615,50405
0690c17e-b689-44f7-a614-a52a00097844,50406
d7ad0a77-b3ea-448c-8930-a52a017c9c7e,50407
ca21ba7b-9d71-45e4-b872-a52c0008f829,50408
cdecb682-42c5-4072-977c-a52e0127ebea,50409
8bb485bc-bdc5-433b-90ca-a50a016f4866,50410
071a7d3f-3a4b-49cd-a0d1-a50d00cd5f81,50411
7248e3ce-27d3-402e-8c13-a50d0133e6fa,50412
1311132c-b344-4514-9f80-a50e008b3705,50413
5771ace7-133f-406d-8dc8-a50e01041034,50414
f32da9f3-03ed-49cc-a43a-a51100b8b7cc,50415
86c3d0a5-d42c-4d09-93d4-a51100dd6752,50416
4a655865-5ac2-4b8d-b9cc-a5120111ebd3,50417
ca76aef6-b28a-4efd-afc0-a51400f5e341,50418
eceda635-0e3d-40a9-82d5-a4c000f5746f,50419
a9268670-5e2c-498b-9e6c-a4c50010f25f,50420
667b9345-64bc-4a5c-9896-a4d500c768ee,50421
ff561170-be41-46ac-8e23-a4db00dd3f38,50422
42518cd9-d24c-4aeb-803d-a4dd0163a77e,50423
8d02907a-c10a-482e-8853-a4ea012e0d38,50424
5b7e5e16-879f-4fb2-90fa-a4f7013f93bb,50425
c77f8b87-29f4-49c6-ba24-a4fb00dac7c9,50426
351d7a4b-f399-418d-8afc-a500015a7fe3,50427
605c5a76-269c-4d09-89be-a49d0114de81,50428
b5236b82-4010-4253-bbfc-a4bb01213f1c,50429
3af87cdb-e64d-4cc8-8977-a4bc00f47e91,50430
a9e0d6c4-f0af-41a2-9135-a4d0012f89d4,50431
76750455-5cc7-4582-ac9b-a4d0017c9c7d,50432
987bb6b1-f45c-42e8-9402-a4d801773572,50433
5f6cedaf-cb40-4ff6-b2fd-a4db004687f7,50434
57b4b8d1-474f-4254-b46c-a4e300c038e3,50435
4260c2f0-6448-4f12-a391-a4e800f0cabb,50436
f694313c-1904-447e-843e-a4da00b3f745,50437
37d85ddb-0711-436d-bdc6-a4db016c2db1,50438
ee4b5d56-d35d-46ec-a9a3-a4df00b71868,50439
b44acd9f-ce05-4e8b-891f-a4ec00e97f73,50440
bfd0ca3b-bdec-4477-95f9-a4f000ffa86b,50441
4c5d7118-97b9-46dd-894b-a4f200ce0a30,50442
be1ce550-cf1a-47ed-9ed5-a4f2013478be,50443
b5aac1f4-3090-419a-abf7-a4f300a813a7,50444
8eed6e3a-2051-4fd2-96ce-a4ff00ba47ca,50445
c9aa33d0-86b1-4d54-8512-a50301110550,50446
f8e9185b-d83e-43c7-94f1-a50501193723,50447
1b6f8faa-063c-469c-a13b-a507001083f9,50448
431ce0d0-378c-4fc3-b061-a50d011753cf,50449
14643f90-d6c8-4e2e-9580-a50e0111ad41,50450
35677dbd-e942-4c26-9769-a51101117ccd,50451
a110f55a-479e-40ed-a228-a511014f0564,50452
48cd3c19-7fd9-4b8b-846b-a5120165a871,50453
7eca4dc4-89dd-4687-92bc-a51300033c6a,50454
c24075c2-3413-4ecc-a249-a48700cb0b23,50455
8bc6b1d6-97e1-416a-a66e-a4890125ebc5,50456
ff7670de-c498-4035-8f16-a4a50138ddf7,50457
4a3daefa-5a06-4fb4-9710-a4b201713c70,50458
83b3b03f-a2cc-4b66-abae-a4bc00059949,50459
811013a5-95c4-4a35-94b9-a4bc00628d1c,50460
b3496808-de34-46d3-8356-a4c40122083f,50461
d1479c70-fb6a-42f9-a054-a4c8015310c7,50462
ebced775-e357-4477-a84c-a4ca00ad2b85,50463
7872e57e-57fd-48c2-97d0-a5150101d624,50464
0c369004-9284-4a98-9adb-a5150109bfbc,50465
b60d222e-95c7-4c12-9466-a516008ce344,50466
23c5ec05-b370-40be-9583-a516013a18e1,50467
7855ff87-8552-405b-935c-a51a001a893e,50468
